#S 1
#D #D Sat Nov 2 15:16:44 2024
#U blowerT 25.0
#V signal fl
#V reference tr
#V E0 24353.395981617243
#V refE0 24350.0
#V blowerT 25.0
#V J0 165717437747.07693
#L E               x
   2.425501e+04    -1.000195e+00
   2.425601e+04    -1.000142e+00
   2.425692e+04    -1.000795e+00
   2.425779e+04    -9.990258e-01
   2.425872e+04    -1.000756e+00
   2.425971e+04    -1.000224e+00
   2.426064e+04    -1.001696e+00
   2.426148e+04    -9.995523e-01
   2.426242e+04    -9.991937e-01
   2.426337e+04    -9.991564e-01
   2.426431e+04    -1.000069e+00
   2.426526e+04    -9.996888e-01
   2.426611e+04    -9.994024e-01
   2.426713e+04    -9.996030e-01
   2.426810e+04    -1.000394e+00
   2.426909e+04    -9.995834e-01
   2.426995e+04    -9.990951e-01
   2.427094e+04    -9.994154e-01
   2.427179e+04    -9.990213e-01
   2.427277e+04    -9.992566e-01
   2.427367e+04    -1.000085e+00
   2.427465e+04    -9.999523e-01
   2.427555e+04    -9.992311e-01
   2.427652e+04    -9.995948e-01
   2.427743e+04    -9.998973e-01
   2.427834e+04    -9.987354e-01
   2.427928e+04    -9.985637e-01
   2.428022e+04    -9.993110e-01
   2.428123e+04    -9.981048e-01
   2.428215e+04    -9.989229e-01
   2.428307e+04    -9.977679e-01
   2.428403e+04    -9.976307e-01
   2.428503e+04    -9.978607e-01
   2.428592e+04    -9.969394e-01
   2.428692e+04    -9.979701e-01
   2.428788e+04    -9.978432e-01
   2.428877e+04    -9.967348e-01
   2.428975e+04    -9.969014e-01
   2.429071e+04    -9.978980e-01
   2.429166e+04    -9.962635e-01
   2.429260e+04    -9.969759e-01
   2.429352e+04    -9.970390e-01
   2.429448e+04    -9.969382e-01
   2.429543e+04    -9.946974e-01
   2.429631e+04    -9.954236e-01
   2.429731e+04    -9.949398e-01
   2.429820e+04    -9.962186e-01
   2.429914e+04    -9.946266e-01
   2.430015e+04    -9.955274e-01
   2.430109e+04    -9.945912e-01
   2.430205e+04    -9.934478e-01
   2.430296e+04    -9.948437e-01
   2.430387e+04    -9.948319e-01
   2.430478e+04    -9.924682e-01
   2.430578e+04    -9.927184e-01
   2.430680e+04    -9.927032e-01
   2.430767e+04    -9.916022e-01
   2.430865e+04    -9.919012e-01
   2.430962e+04    -9.912309e-01
   2.431057e+04    -9.912216e-01
   2.431148e+04    -9.907312e-01
   2.431240e+04    -9.891043e-01
   2.431333e+04    -9.893309e-01
   2.431429e+04    -9.892454e-01
   2.431521e+04    -9.880304e-01
   2.431621e+04    -9.866420e-01
   2.431714e+04    -9.867741e-01
   2.431809e+04    -9.866734e-01
   2.431904e+04    -9.849147e-01
   2.431997e+04    -9.839255e-01
   2.432087e+04    -9.851336e-01
   2.432184e+04    -9.837794e-01
   2.432285e+04    -9.821851e-01
   2.432384e+04    -9.812789e-01
   2.432474e+04    -9.792970e-01
   2.432571e+04    -9.790346e-01
   2.432662e+04    -9.770771e-01
   2.432764e+04    -9.763417e-01
   2.432853e+04    -9.757522e-01
   2.432950e+04    -9.735082e-01
   2.433044e+04    -9.730786e-01
   2.433128e+04    -9.713764e-01
   2.433227e+04    -9.684519e-01
   2.433325e+04    -9.664130e-01
   2.433424e+04    -9.641680e-01
   2.433518e+04    -9.616857e-01
   2.433610e+04    -9.589348e-01
   2.433705e+04    -9.566567e-01
   2.433806e+04    -9.519257e-01
   2.433898e+04    -9.493549e-01
   2.433992e+04    -9.436403e-01
   2.434086e+04    -9.394179e-01
   2.434178e+04    -9.317971e-01
   2.434272e+04    -9.275521e-01
   2.434363e+04    -9.194479e-01
   2.434468e+04    -9.089606e-01
   2.434564e+04    -8.967447e-01
   2.434658e+04    -8.823838e-01
   2.434747e+04    -8.640307e-01
   2.434841e+04    -8.402925e-01
   2.434940e+04    -8.149814e-01
   2.435033e+04    -7.796434e-01
   2.435129e+04    -7.406898e-01
   2.435226e+04    -6.918949e-01
   2.435323e+04    -6.352177e-01
   2.435419e+04    -5.824166e-01
   2.435514e+04    -5.326080e-01
   2.435619e+04    -4.808356e-01
   2.435716e+04    -4.360825e-01
   2.435815e+04    -3.913544e-01
   2.435901e+04    -3.458966e-01
   2.435998e+04    -2.897505e-01
   2.436095e+04    -2.246044e-01
   2.436185e+04    -1.521074e-01
   2.436287e+04    -8.421706e-02
   2.436382e+04    -1.489563e-02
   2.436476e+04    +4.216743e-02
   2.436574e+04    +8.223185e-02
   2.436677e+04    +1.141325e-01
   2.436764e+04    +1.294963e-01
   2.436855e+04    +1.264217e-01
   2.436949e+04    +1.220131e-01
   2.437045e+04    +1.166458e-01
   2.437139e+04    +1.108666e-01
   2.437241e+04    +1.113811e-01
   2.437329e+04    +9.986829e-02
   2.437426e+04    +1.000848e-01
   2.437523e+04    +9.573568e-02
   2.437612e+04    +9.629027e-02
   2.437710e+04    +8.814356e-02
   2.437810e+04    +7.993231e-02
   2.437897e+04    +6.783836e-02
   2.437988e+04    +6.534570e-02
   2.438090e+04    +5.161320e-02
   2.438184e+04    +4.539433e-02
   2.438279e+04    +2.728409e-02
   2.438372e+04    +1.434037e-02
   2.438466e+04    +6.737769e-03
   2.438565e+04    -8.611432e-03
   2.438660e+04    -2.330517e-02
   2.438759e+04    -3.508660e-02
   2.438857e+04    -4.242056e-02
   2.438949e+04    -5.125781e-02
   2.439052e+04    -5.430948e-02
   2.439153e+04    -6.699584e-02
   2.439250e+04    -7.245708e-02
   2.439351e+04    -7.713209e-02
   2.439449e+04    -8.008671e-02
   2.439549e+04    -7.977293e-02
   2.439643e+04    -8.517145e-02
   2.439743e+04    -8.192802e-02
   2.439839e+04    -7.758690e-02
   2.439937e+04    -7.718240e-02
   2.440031e+04    -7.968540e-02
   2.440129e+04    -7.628274e-02
   2.440226e+04    -7.188755e-02
   2.440326e+04    -6.503159e-02
   2.440418e+04    -6.378611e-02
   2.440519e+04    -6.223176e-02
   2.440613e+04    -5.499050e-02
   2.440713e+04    -5.294444e-02
   2.440805e+04    -4.505924e-02
   2.440902e+04    -3.810371e-02
   2.440996e+04    -3.667294e-02
   2.441094e+04    -2.730349e-02
   2.441187e+04    -2.171978e-02
   2.441287e+04    -1.838097e-02
   2.441376e+04    -8.278727e-03
   2.441476e+04    +3.516615e-03
   2.441575e+04    +7.967111e-04
   2.441672e+04    +1.102858e-02
   2.441762e+04    +2.265176e-02
   2.441864e+04    +2.388984e-02
   2.441960e+04    +2.928473e-02
   2.442058e+04    +3.324895e-02
   2.442157e+04    +4.235631e-02
   2.442259e+04    +4.556644e-02
   2.442350e+04    +4.746173e-02
   2.442455e+04    +5.088908e-02
   2.442547e+04    +5.392254e-02
   2.442637e+04    +5.837546e-02
   2.442738e+04    +6.269011e-02
   2.442840e+04    +6.007659e-02
   2.442936e+04    +5.925675e-02
   2.443030e+04    +5.923997e-02
   2.443123e+04    +5.365543e-02
   2.443223e+04    +5.119710e-02
   2.443318e+04    +4.531295e-02
   2.443407e+04    +3.865410e-02
   2.443507e+04    +4.126048e-02
   2.443606e+04    +3.572994e-02
   2.443699e+04    +3.281755e-02
   2.443799e+04    +3.536354e-02
   2.443889e+04    +2.832514e-02
   2.443995e+04    +2.822424e-02
   2.444088e+04    +3.109462e-02
   2.444180e+04    +2.733864e-02
   2.444279e+04    +2.787861e-02
   2.444378e+04    +2.425960e-02
   2.444475e+04    +3.074171e-02
   2.444567e+04    +3.030869e-02
   2.444664e+04    +2.841402e-02
   2.444762e+04    +2.334326e-02
   2.444861e+04    +2.251483e-02
   2.444955e+04    +2.456647e-02
   2.445056e+04    +2.618906e-02
   2.445153e+04    +2.654289e-02
   2.445248e+04    +2.376280e-02
   2.445346e+04    +1.776451e-02
   2.445442e+04    +1.587556e-02
   2.445545e+04    +1.723985e-02
   2.445639e+04    +1.346156e-02
   2.445740e+04    +1.052310e-02
   2.445842e+04    +8.023852e-03
   2.445937e+04    +6.807974e-03
   2.446028e+04    -2.344567e-03
   2.446133e+04    -3.011695e-03
   2.446229e+04    +9.229396e-04
   2.446319e+04    -1.282083e-03
   2.446414e+04    -3.678855e-03
   2.446518e+04    -9.148346e-03
   2.446611e+04    +9.831328e-05
   2.446709e+04    -7.043730e-03
   2.446800e+04    -9.824254e-03
   2.446901e+04    -1.256773e-02
   2.446998e+04    -9.284908e-03
   2.447094e+04    -1.198191e-02
   2.447194e+04    -1.091911e-02
   2.447291e+04    -1.360722e-02
   2.447390e+04    -1.486932e-02
   2.447483e+04    -1.370014e-02
   2.447581e+04    -1.655161e-02
   2.447681e+04    -1.924675e-02
   2.447781e+04    -1.663079e-02
   2.447875e+04    -1.693290e-02
   2.447971e+04    -1.480004e-02
   2.448072e+04    -8.848566e-03
   2.448170e+04    -1.237688e-02
   2.448273e+04    -9.263070e-03
   2.448369e+04    -8.491277e-03
   2.448464e+04    -8.723822e-03
   2.448561e+04    -5.142195e-04
   2.448657e+04    -7.135646e-04
   2.448756e+04    +1.263104e-03
   2.448860e+04    +6.478213e-04
   2.448956e+04    +1.076759e-03
   2.449057e+04    +1.774849e-03
   2.449156e+04    +5.046472e-03
   2.449248e+04    +6.997578e-03
   2.449347e+04    +1.381806e-02
   2.449443e+04    +1.747803e-02
   2.449537e+04    +1.174845e-02
   2.449637e+04    +1.902483e-02
   2.449725e+04    +2.175040e-02
   2.449839e+04    +2.481275e-02
   2.449928e+04    +2.071802e-02
   2.450026e+04    +2.048132e-02
   2.450123e+04    +1.426795e-02
   2.450222e+04    +2.180693e-02
   2.450310e+04    +2.108520e-02
   2.450411e+04    +2.132641e-02
   2.450510e+04    +1.986488e-02
   2.450613e+04    +2.348325e-02
   2.450704e+04    +2.562360e-02
   2.450806e+04    +2.158776e-02
   2.450900e+04    +2.722484e-02
   2.450998e+04    +2.006064e-02
   2.451101e+04    +2.201996e-02
   2.451191e+04    +2.230236e-02
   2.451290e+04    +1.523015e-02
   2.451389e+04    +2.163662e-02
   2.451482e+04    +2.418460e-02
   2.451583e+04    +2.348154e-02
   2.451669e+04    +2.043476e-02
   2.451770e+04    +1.708506e-02
   2.451876e+04    +2.445872e-02
   2.451972e+04    +1.648671e-02
   2.452063e+04    +1.804121e-02
   2.452164e+04    +1.418256e-02
   2.452259e+04    +2.183565e-02
   2.452360e+04    +1.624340e-02
   2.452456e+04    +1.962041e-02
   2.452552e+04    +1.663504e-02
   2.452654e+04    +2.023952e-02
   2.452755e+04    +1.950005e-02
   2.452856e+04    +1.791166e-02
   2.452951e+04    +1.532087e-02
   2.453041e+04    +2.176005e-02
   2.453142e+04    +1.872314e-02
   2.453239e+04    +1.256895e-02
   2.453333e+04    +1.324475e-02
   2.453440e+04    +2.131518e-02
   2.453535e+04    +1.423293e-02
   2.453635e+04    +1.599457e-02
   2.453730e+04    +1.213701e-02
   2.453840e+04    +1.444481e-02
   2.453928e+04    +1.059310e-02
   2.454025e+04    +1.253222e-02
   2.454127e+04    +1.371807e-02
   2.454220e+04    +1.363112e-02
   2.454324e+04    +8.971692e-03
   2.454420e+04    +1.167216e-02
   2.454512e+04    +1.512906e-02
   2.454611e+04    +7.833216e-03
   2.454719e+04    +1.146269e-02
   2.454814e+04    +1.402228e-02
   2.454908e+04    +1.687551e-02
   2.455004e+04    +1.536372e-02
   2.455103e+04    +1.125171e-02
   2.455201e+04    +1.575225e-02
   2.455299e+04    +1.180930e-02
   2.455395e+04    +1.040649e-02
   2.455498e+04    +1.116757e-02
   2.455593e+04    +9.710522e-03
   2.455692e+04    +1.546978e-02
   2.455792e+04    +1.264356e-02
   2.455892e+04    +9.393398e-03
   2.455991e+04    +1.078586e-02
   2.456084e+04    +7.718187e-04
   2.456181e+04    +9.426525e-03
   2.456277e+04    -3.166366e-03
   2.456375e+04    +2.706796e-03
   2.456472e+04    +6.313736e-03
   2.456573e+04    +4.508392e-03
   2.456677e+04    +3.328975e-03
   2.456774e+04    -2.851803e-03
   2.456875e+04    +2.269325e-04
   2.456971e+04    -5.896899e-03
   2.457068e+04    -5.859745e-03
   2.457162e+04    -1.220303e-02
   2.457256e+04    -1.422064e-02
   2.457359e+04    -1.244840e-02
   2.457456e+04    -1.922495e-02
   2.457556e+04    -1.399469e-02
   2.457647e+04    -1.744540e-02
   2.457746e+04    -1.850580e-02
   2.457844e+04    -1.603489e-02
   2.457935e+04    -1.345872e-02
   2.458039e+04    -1.373603e-02
   2.458140e+04    -2.204010e-02
   2.458233e+04    -1.907171e-02
   2.458329e+04    -1.535573e-02
   2.458426e+04    -1.727666e-02
   2.458522e+04    -1.583974e-02
   2.458616e+04    -1.541215e-02
   2.458716e+04    -1.316073e-02
   2.458822e+04    -1.552815e-02
   2.458912e+04    -1.718003e-02
   2.459007e+04    -1.314910e-02
   2.459111e+04    -1.214151e-02
   2.459210e+04    -8.161146e-03
   2.459315e+04    -8.936598e-03
   2.459409e+04    -1.223125e-02
   2.459502e+04    -8.766604e-03
   2.459607e+04    +3.066554e-03
   2.459701e+04    -3.116714e-03
   2.459801e+04    -2.294111e-03
   2.459899e+04    -2.908842e-03
   2.459997e+04    -4.307126e-03
   2.460095e+04    +5.799408e-03
   2.460192e+04    +4.296340e-04
   2.460290e+04    +7.443190e-03
   2.460384e+04    +4.053985e-03
   2.460481e+04    +9.956232e-03
   2.460583e+04    +6.107155e-03
   2.460679e+04    +9.434082e-03
   2.460775e+04    +1.469370e-02
   2.460867e+04    +1.432463e-02
   2.460963e+04    +1.073229e-02
   2.461067e+04    +8.549072e-03
   2.461162e+04    +1.320177e-02
   2.461262e+04    +1.529906e-02
   2.461355e+04    +1.250996e-02
   2.461457e+04    +1.121619e-02
   2.461549e+04    +1.066582e-02
   2.461646e+04    +1.697096e-02
   2.461745e+04    +1.104563e-02
   2.461841e+04    +1.320955e-02
   2.461943e+04    +1.556727e-02
   2.462039e+04    +1.919987e-02
   2.462139e+04    +1.256981e-02
   2.462233e+04    +1.201349e-02
   2.462331e+04    +1.281734e-02
   2.462431e+04    +7.356405e-03
   2.462530e+04    +8.339054e-03
   2.462625e+04    +1.633095e-02
   2.462729e+04    +1.142934e-02
   2.462822e+04    +4.570261e-04
   2.462916e+04    +6.988258e-03
   2.463016e+04    +3.062912e-03
   2.463114e+04    +6.872531e-03
   2.463216e+04    -2.450347e-03
   2.463310e+04    +3.075332e-03
   2.463410e+04    +9.991892e-04
   2.463502e+04    -2.420522e-04
   2.463604e+04    -4.308144e-03
   2.463702e+04    -6.003254e-03
   2.463801e+04    -2.127929e-03
   2.463900e+04    -1.115837e-03
   2.464000e+04    +1.736212e-03
   2.464088e+04    -5.354025e-03
   2.464186e+04    +5.074927e-04
   2.464282e+04    -3.620573e-03
   2.464381e+04    -1.882836e-03
   2.464473e+04    -7.970725e-03
   2.464581e+04    -1.103076e-02
   2.464673e+04    -4.478551e-03
   2.464768e+04    -8.956425e-03
   2.464863e+04    -8.225665e-03
   2.464964e+04    -9.819474e-03
   2.465063e+04    -7.831003e-03
   2.465159e+04    -3.859420e-03
   2.465254e+04    -8.470391e-03
   2.465358e+04    -5.231139e-03
   2.465456e+04    -1.571696e-02
   2.465557e+04    -8.701216e-03
   2.465651e+04    -8.478172e-03
   2.465753e+04    -1.314959e-02
   2.465852e+04    -6.118953e-03
   2.465949e+04    -1.168724e-02
   2.466049e+04    -4.701161e-03
   2.466148e+04    -2.798684e-03
   2.466242e+04    -2.985725e-03
   2.466345e+04    -3.277832e-03
   2.466434e+04    +1.188005e-03
   2.466538e+04    -8.708969e-04
   2.466632e+04    -4.414437e-03
   2.466731e+04    -2.248064e-03
   2.466831e+04    -9.445991e-03
   2.466926e+04    -6.356353e-03
   2.467024e+04    -7.184302e-03
   2.467121e+04    -6.296654e-04
   2.467216e+04    -1.007828e-03
   2.467309e+04    -1.971069e-03
   2.467410e+04    +2.080437e-03
   2.467504e+04    -2.775918e-03
   2.467597e+04    +2.108585e-03
   2.467697e+04    -6.985457e-03
   2.467788e+04    -2.871887e-03
   2.467891e+04    -3.245984e-03
   2.467991e+04    -6.583734e-05
   2.468084e+04    +1.887278e-03
   2.468181e+04    -1.841161e-03
   2.468279e+04    -2.102104e-03
   2.468369e+04    -3.044193e-03
   2.468474e+04    -2.643813e-03
   2.468568e+04    -1.389971e-03
   2.468664e+04    -2.033718e-03
   2.468766e+04    -4.077403e-03
   2.468858e+04    -3.588443e-03
   2.468955e+04    -5.900027e-03
   2.469057e+04    -2.845884e-03
   2.469152e+04    +7.948908e-04
   2.469254e+04    +2.334897e-03
   2.469350e+04    -5.804343e-03
   2.469450e+04    -8.306341e-03
   2.469549e+04    -3.358061e-03
   2.469643e+04    -7.628366e-03
   2.469740e+04    -5.360325e-03
   2.469842e+04    +5.952979e-04
   2.469930e+04    -1.087201e-03
   2.470029e+04    -6.621989e-03
   2.470123e+04    -1.073100e-02
   2.470219e+04    -5.687723e-03
   2.470318e+04    -2.494935e-03
   2.470412e+04    -6.888521e-03
   2.470513e+04    -4.242691e-03
   2.470607e+04    -3.176580e-03
   2.470701e+04    -1.104352e-02
   2.470798e+04    -9.430769e-03
   2.470898e+04    -1.648268e-02
   2.470997e+04    -1.053226e-02
   2.471091e+04    -6.157500e-03
   2.471181e+04    -8.657275e-03
   2.471286e+04    -1.301294e-02
   2.471381e+04    -1.229791e-02
   2.471481e+04    -1.650056e-02
   2.471577e+04    -1.730029e-02
   2.471676e+04    -1.112282e-02
   2.471769e+04    -1.174078e-02
   2.471866e+04    -9.815725e-03
   2.471963e+04    -8.726624e-03
   2.472061e+04    -1.205387e-02
   2.472155e+04    -1.273524e-02
   2.472250e+04    -1.206517e-02
   2.472348e+04    -1.175194e-02
   2.472447e+04    -1.524254e-02
   2.472550e+04    -1.153013e-02
   2.472641e+04    -1.287638e-02
   2.472743e+04    -1.650500e-02
   2.472838e+04    -1.596683e-02
   2.472933e+04    -1.722846e-02
   2.473032e+04    -3.175083e-03
   2.473124e+04    -1.200969e-02
   2.473222e+04    -9.414765e-03
   2.473315e+04    -5.149892e-03
   2.473420e+04    -1.296186e-02
   2.473519e+04    -1.612228e-02
   2.473613e+04    -9.364766e-03
   2.473713e+04    -1.497065e-02
   2.473811e+04    -7.319971e-03
   2.473914e+04    -1.071500e-02
   2.474012e+04    -8.594935e-03
   2.474103e+04    -8.415697e-03
   2.474202e+04    -4.799645e-03
   2.474298e+04    -7.839143e-03
   2.474398e+04    -5.813562e-03
   2.474493e+04    -1.082903e-02
   2.474588e+04    -4.762301e-03
   2.474689e+04    -3.515493e-03
   2.474792e+04    -3.494472e-03
   2.474895e+04    -3.940301e-04
   2.474990e+04    -2.996208e-04
   2.475088e+04    -4.227578e-03
   2.475187e+04    -2.594319e-03
   2.475284e+04    -2.431075e-03
   2.475381e+04    -3.196723e-03
   2.475480e+04    +4.700926e-03
   2.475579e+04    +6.041821e-04
   2.475679e+04    +2.829629e-04
   2.475776e+04    -1.665723e-03
   2.475873e+04    +4.323806e-03
   2.475975e+04    -1.413819e-04
   2.476068e+04    +1.543952e-03
   2.476179e+04    -5.306962e-04
   2.476263e+04    +6.742256e-03
   2.476369e+04    +2.601867e-03
   2.476463e+04    +8.682706e-04
   2.476561e+04    +2.386146e-03
   2.476654e+04    +4.600521e-03
   2.476761e+04    +4.453682e-03
   2.476856e+04    +8.907681e-04
   2.476958e+04    +4.221695e-03
   2.477055e+04    +5.909887e-03
   2.477156e+04    +3.034749e-03
   2.477251e+04    +4.476279e-03
   2.477356e+04    +1.312305e-03
   2.477447e+04    +9.329151e-03
   2.477553e+04    -6.518286e-04
   2.477651e+04    -4.101153e-03
   2.477749e+04    +5.189131e-03
   2.477846e+04    -2.115536e-03
   2.477937e+04    -3.192979e-03
   2.478041e+04    -1.514026e-03
   2.478135e+04    +1.162632e-03
   2.478238e+04    +8.841735e-04
   2.478340e+04    -1.401974e-03
   2.478435e+04    -4.466927e-04
   2.478534e+04    -5.725343e-03
   2.478625e+04    -1.365762e-03
   2.478730e+04    -7.363950e-04
   2.478825e+04    -5.125997e-03
   2.478924e+04    +1.455435e-03
   2.479024e+04    -4.457453e-05
   2.479123e+04    -3.482633e-03
   2.479223e+04    -3.465265e-03
   2.479328e+04    -5.113132e-03
   2.479425e+04    -9.268105e-03
   2.479525e+04    -5.515885e-04
   2.479625e+04    -6.202999e-03
   2.479724e+04    -8.698593e-03
   2.479823e+04    -9.771139e-03
   2.479926e+04    -6.280643e-03
   2.480018e+04    -4.613113e-03
   2.480115e+04    -5.579393e-03
   2.480219e+04    -2.866723e-03
   2.480317e+04    -2.007034e-03
   2.480424e+04    -8.648397e-03
   2.480521e+04    -5.311407e-03
   2.480614e+04    -4.889625e-03
   2.480717e+04    -9.739848e-03
   2.480816e+04    -5.018592e-03
   2.480918e+04    -1.919386e-03
   2.481014e+04    -2.935845e-03
   2.481118e+04    -2.738431e-03
   2.481215e+04    -9.449863e-03
   2.481315e+04    -5.301213e-03
   2.481409e+04    -6.400004e-03
   2.481513e+04    -9.449442e-03
   2.481614e+04    -6.048461e-03
   2.481712e+04    -1.054977e-02
   2.481817e+04    -7.412654e-03
   2.481907e+04    +1.201305e-04
   2.482009e+04    -9.178232e-03
   2.482108e+04    -5.331802e-03
   2.482213e+04    -7.580156e-03
   2.482314e+04    -2.936860e-03
   2.482411e+04    -3.103259e-03
   2.482514e+04    -7.578494e-03
   2.482622e+04    -7.679035e-03
   2.482717e+04    -8.537575e-03
   2.482817e+04    -5.347719e-03
   2.482922e+04    -6.118310e-03
   2.483024e+04    -1.449275e-03
   2.483126e+04    +8.555790e-05
   2.483220e+04    -2.936028e-03
   2.483325e+04    -7.207401e-03
   2.483425e+04    -2.729835e-03
   2.483524e+04    -5.720735e-03
   2.483625e+04    -5.202231e-03
   2.483723e+04    -1.398355e-03
   2.483829e+04    -4.792388e-04
   2.483932e+04    -6.315940e-03
   2.484028e+04    -3.349814e-03
   2.484126e+04    -3.885779e-04
   2.484230e+04    -1.149919e-04
   2.484337e+04    -2.403685e-03
   2.484430e+04    -1.735786e-03
   2.484533e+04    -9.996983e-03
   2.484640e+04    -8.504360e-03
   2.484734e+04    -8.940486e-03
   2.484837e+04    -5.691614e-03
   2.484936e+04    -1.664221e-03
   2.485034e+04    -7.402478e-03
   2.485137e+04    -5.817666e-03
   2.485238e+04    -1.532278e-03
   2.485336e+04    -1.021101e-02
   2.485435e+04    +1.198460e-03
   2.485541e+04    -4.198594e-03
   2.485636e+04    -5.618888e-03
   2.485738e+04    -4.770793e-03
   2.485849e+04    -3.703846e-03
   2.485940e+04    -2.542013e-03
   2.486040e+04    -5.066646e-03
   2.486134e+04    -8.279762e-03
   2.486248e+04    -7.983163e-03
   2.486350e+04    -2.884953e-03
   2.486448e+04    +7.804022e-04
   2.486557e+04    -2.410555e-03
   2.486655e+04    -1.375864e-03
   2.486760e+04    -3.600264e-04
   2.486861e+04    -6.749196e-03
   2.486957e+04    +3.037088e-03
   2.487064e+04    -4.276617e-03
   2.487166e+04    -4.433268e-03
   2.487264e+04    +2.211414e-03
   2.487364e+04    -7.454519e-04
   2.487476e+04    +2.430179e-04
   2.487569e+04    -4.101287e-03
   2.487674e+04    -2.310845e-03
   2.487773e+04    -2.247704e-03
   2.487871e+04    +2.687961e-03
   2.487974e+04    +2.879587e-04
   2.488077e+04    +1.996359e-03
   2.488172e+04    -1.300432e-03
   2.488273e+04    +5.814694e-03
   2.488377e+04    +3.745302e-03
   2.488478e+04    +1.402847e-03
   2.488574e+04    +7.596729e-04
   2.488679e+04    +9.049609e-04
   2.488782e+04    -8.797533e-04
   2.488878e+04    +1.320901e-03
   2.488970e+04    +1.078685e-03
   2.489078e+04    -3.052030e-03
   2.489180e+04    -3.371453e-03
   2.489287e+04    -6.333951e-03
   2.489391e+04    -1.943467e-03
   2.489489e+04    -3.619643e-03
   2.489593e+04    -2.215662e-03
   2.489692e+04    -3.979585e-03
   2.489796e+04    -7.103631e-03
   2.489904e+04    -9.607170e-04
   2.490000e+04    +8.444896e-04
   2.490101e+04    -7.167020e-03
   2.490204e+04    -6.576451e-04
   2.490312e+04    -1.647623e-03
   2.490416e+04    -4.764576e-03
   2.490518e+04    -4.368843e-05
   2.490616e+04    -4.365557e-03
   2.490718e+04    +5.003270e-05
   2.490819e+04    -3.325485e-03
   2.490917e+04    -1.509338e-03
   2.491020e+04    +8.013440e-03
   2.491125e+04    -3.170118e-03
   2.491224e+04    +2.440717e-04
   2.491328e+04    -3.376662e-03
   2.491432e+04    +7.081477e-04
   2.491534e+04    +3.515683e-03
   2.491639e+04    -8.036494e-03
   2.491739e+04    -8.251835e-03
   2.491832e+04    -1.905593e-03
   2.491940e+04    -4.983131e-03
   2.492040e+04    +2.576256e-03
   2.492144e+04    -4.672169e-04
   2.492245e+04    -4.089126e-03
   2.492344e+04    -5.970403e-03
   2.492446e+04    +6.794246e-04
   2.492547e+04    +1.596570e-03
   2.492654e+04    +3.243208e-03
   2.492757e+04    +7.021243e-04
   2.492859e+04    -3.250423e-03
   2.492963e+04    -6.044375e-03
   2.493067e+04    +3.449255e-03
   2.493165e+04    +3.509279e-03
   2.493267e+04    -1.069065e-03
   2.493373e+04    +3.275654e-03
   2.493478e+04    +3.186702e-03
   2.493583e+04    +2.017315e-03
   2.493679e+04    -7.149634e-03
   2.493789e+04    -1.199622e-03
   2.493894e+04    -4.795337e-03
   2.493991e+04    -2.344316e-04
   2.494092e+04    -1.749265e-03
   2.494195e+04    +5.347961e-03
   2.494293e+04    -5.383305e-03
   2.494397e+04    -3.150451e-03
