#L E_Pd_01_0001    x_Pd_01_0001    E_Pd_01_0002    x_Pd_01_0002    E_Pd_01_0003    x_Pd_01_0003    E_Pd_01_0004    x_Pd_01_0004    E_Pd_01_0005    x_Pd_01_0005
   2.479523e+04    +9.915901e-01   2.479525e+04    +9.994484e-01   2.479533e+04    +1.000335e+00   2.479526e+04    +9.985097e-01   2.479528e+04    +9.939195e-01
   2.479624e+04    +9.913863e-01   2.479625e+04    +9.937970e-01   2.479636e+04    +9.940596e-01   2.479626e+04    +9.975707e-01   2.479626e+04    +9.933965e-01
   2.479722e+04    +1.004384e+00   2.479724e+04    +9.913014e-01   2.479731e+04    +9.984599e-01   2.479724e+04    +9.953958e-01   2.479720e+04    +9.951502e-01
   2.479819e+04    +1.000101e+00   2.479823e+04    +9.902289e-01   2.479835e+04    +9.959294e-01   2.479825e+04    +9.976277e-01   2.479825e+04    +1.001582e+00
   2.479926e+04    +1.000079e+00   2.479926e+04    +9.937194e-01   2.479937e+04    +9.938395e-01   2.479926e+04    +9.942694e-01   2.479927e+04    +9.926896e-01
   2.480024e+04    +9.965811e-01   2.480018e+04    +9.953869e-01   2.480032e+04    +9.981954e-01   2.480022e+04    +9.987988e-01   2.480018e+04    +9.949526e-01
   2.480122e+04    +9.988700e-01   2.480115e+04    +9.944206e-01   2.480134e+04    +9.886858e-01   2.480126e+04    +9.936857e-01   2.480119e+04    +1.000278e+00
   2.480219e+04    +9.922469e-01   2.480219e+04    +9.971333e-01   2.480235e+04    +9.930657e-01   2.480215e+04    +9.967534e-01   2.480222e+04    +9.991793e-01
   2.480322e+04    +9.892411e-01   2.480317e+04    +9.979930e-01   2.480331e+04    +9.941210e-01   2.480314e+04    +9.976650e-01   2.480321e+04    +9.910217e-01
   2.480418e+04    +9.995223e-01   2.480424e+04    +9.913516e-01   2.480435e+04    +9.903418e-01   2.480416e+04    +9.964145e-01   2.480420e+04    +1.000280e+00
   2.480517e+04    +9.939314e-01   2.480521e+04    +9.946886e-01   2.480536e+04    +9.985990e-01   2.480516e+04    +9.949675e-01   2.480523e+04    +9.961352e-01
   2.480620e+04    +9.958680e-01   2.480613e+04    +9.951104e-01   2.480637e+04    +9.941389e-01   2.480620e+04    +9.953411e-01   2.480623e+04    +9.978474e-01
   2.480722e+04    +9.915449e-01   2.480717e+04    +9.902602e-01   2.480739e+04    +9.914563e-01   2.480720e+04    +9.885442e-01   2.480723e+04    +9.968692e-01
   2.480815e+04    +9.915256e-01   2.480816e+04    +9.949814e-01   2.480829e+04    +9.902959e-01   2.480816e+04    +1.000690e+00   2.480822e+04    +9.937265e-01
   2.480917e+04    +9.972034e-01   2.480918e+04    +9.980806e-01   2.480926e+04    +9.944767e-01   2.480915e+04    +9.921910e-01   2.480918e+04    +9.909939e-01
   2.481018e+04    +9.923424e-01   2.481014e+04    +9.970642e-01   2.481033e+04    +9.931213e-01   2.481015e+04    +9.913377e-01   2.481022e+04    +9.959474e-01
   2.481118e+04    +9.945488e-01   2.481118e+04    +9.972616e-01   2.481131e+04    +9.891153e-01   2.481117e+04    +9.930829e-01   2.481121e+04    +9.936554e-01
   2.481220e+04    +9.933133e-01   2.481215e+04    +9.905501e-01   2.481234e+04    +9.950235e-01   2.481214e+04    +9.916192e-01   2.481226e+04    +9.955384e-01
   2.481314e+04    +9.934522e-01   2.481315e+04    +9.946988e-01   2.481329e+04    +9.972527e-01   2.481313e+04    +9.946858e-01   2.481314e+04    +9.923947e-01
   2.481419e+04    +9.955636e-01   2.481409e+04    +9.936000e-01   2.481425e+04    +9.933687e-01   2.481409e+04    +9.955256e-01   2.481418e+04    +9.935842e-01
   2.481514e+04    +9.941053e-01   2.481513e+04    +9.905506e-01   2.481530e+04    +9.930135e-01   2.481516e+04    +9.904927e-01   2.481518e+04    +9.952314e-01
   2.481619e+04    +9.906788e-01   2.481614e+04    +9.939515e-01   2.481623e+04    +9.945417e-01   2.481620e+04    +9.950181e-01   2.481614e+04    +9.976701e-01
   2.481714e+04    +9.892663e-01   2.481712e+04    +9.894502e-01   2.481730e+04    +9.949680e-01   2.481715e+04    +9.945655e-01   2.481714e+04    +9.935305e-01
   2.481816e+04    +9.930846e-01   2.481817e+04    +9.925873e-01   2.481828e+04    +9.922040e-01   2.481813e+04    +9.947444e-01   2.481822e+04    +9.943722e-01
   2.481914e+04    +9.905396e-01   2.481907e+04    +1.000120e+00   2.481922e+04    +9.922591e-01   2.481916e+04    +9.915876e-01   2.481919e+04    +9.968390e-01
   2.482014e+04    +9.954339e-01   2.482009e+04    +9.908218e-01   2.482027e+04    +9.908696e-01   2.482014e+04    +9.911964e-01   2.482015e+04    +9.879615e-01
   2.482121e+04    +9.941071e-01   2.482108e+04    +9.946682e-01   2.482128e+04    +9.917496e-01   2.482114e+04    +9.967090e-01   2.482119e+04    +9.947026e-01
   2.482214e+04    +9.993876e-01   2.482213e+04    +9.924198e-01   2.482222e+04    +9.961833e-01   2.482217e+04    +9.999684e-01   2.482223e+04    +9.943753e-01
   2.482315e+04    +9.949471e-01   2.482314e+04    +9.970631e-01   2.482326e+04    +9.910026e-01   2.482313e+04    +9.902569e-01   2.482319e+04    +9.900947e-01
   2.482413e+04    +9.916712e-01   2.482411e+04    +9.968967e-01   2.482431e+04    +9.949963e-01   2.482416e+04    +9.938162e-01   2.482420e+04    +9.946943e-01
   2.482524e+04    +9.917503e-01   2.482514e+04    +9.924215e-01   2.482535e+04    +9.952998e-01   2.482516e+04    +1.000472e+00   2.482518e+04    +9.977400e-01
   2.482617e+04    +9.999807e-01   2.482622e+04    +9.923210e-01   2.482628e+04    +9.958641e-01   2.482625e+04    +9.983177e-01   2.482619e+04    +9.949965e-01
   2.482716e+04    +9.974670e-01   2.482717e+04    +9.914624e-01   2.482729e+04    +9.975469e-01   2.482719e+04    +9.941070e-01   2.482723e+04    +9.924368e-01
   2.482824e+04    +9.965869e-01   2.482817e+04    +9.946523e-01   2.482836e+04    +9.997684e-01   2.482824e+04    +9.943127e-01   2.482824e+04    +9.985012e-01
   2.482922e+04    +9.999244e-01   2.482922e+04    +9.938817e-01   2.482933e+04    +9.915298e-01   2.482925e+04    +9.940775e-01   2.482920e+04    +9.951930e-01
   2.483027e+04    +9.968431e-01   2.483024e+04    +9.985507e-01   2.483039e+04    +9.957142e-01   2.483027e+04    +9.938172e-01   2.483023e+04    +9.957922e-01
   2.483126e+04    +9.994450e-01   2.483126e+04    +1.000086e+00   2.483142e+04    +9.945209e-01   2.483130e+04    +9.919168e-01   2.483129e+04    +9.932369e-01
   2.483225e+04    +9.938874e-01   2.483220e+04    +9.970640e-01   2.483239e+04    +9.957819e-01   2.483226e+04    +9.933918e-01   2.483223e+04    +9.954628e-01
   2.483331e+04    +9.909342e-01   2.483325e+04    +9.927926e-01   2.483335e+04    +1.000191e+00   2.483318e+04    +9.913069e-01   2.483329e+04    +9.918037e-01
   2.483428e+04    +9.911597e-01   2.483425e+04    +9.972702e-01   2.483442e+04    +9.905811e-01   2.483426e+04    +9.942637e-01   2.483425e+04    +9.974803e-01
   2.483520e+04    +9.933643e-01   2.483524e+04    +9.942793e-01   2.483541e+04    +9.958129e-01   2.483527e+04    +9.940175e-01   2.483524e+04    +9.901492e-01
   2.483630e+04    +9.923729e-01   2.483625e+04    +9.947978e-01   2.483637e+04    +9.953836e-01   2.483629e+04    +9.970463e-01   2.483631e+04    +9.963741e-01
   2.483727e+04    +1.001287e+00   2.483723e+04    +9.986016e-01   2.483740e+04    +9.928027e-01   2.483728e+04    +9.921756e-01   2.483723e+04    +9.938531e-01
   2.483832e+04    +9.970601e-01   2.483829e+04    +9.995208e-01   2.483842e+04    +9.978877e-01   2.483827e+04    +9.923295e-01   2.483833e+04    +9.994304e-01
   2.483934e+04    +9.975973e-01   2.483932e+04    +9.936841e-01   2.483944e+04    +1.002106e+00   2.483933e+04    +9.935056e-01   2.483929e+04    +9.946071e-01
   2.484035e+04    +9.956443e-01   2.484028e+04    +9.966502e-01   2.484045e+04    +1.000037e+00   2.484023e+04    +9.906514e-01   2.484027e+04    +9.954449e-01
   2.484136e+04    +9.996479e-01   2.484126e+04    +9.996114e-01   2.484144e+04    +9.914426e-01   2.484131e+04    +9.971592e-01   2.484127e+04    +9.985739e-01
   2.484235e+04    +9.934879e-01   2.484230e+04    +9.998850e-01   2.484250e+04    +9.951970e-01   2.484232e+04    +9.893960e-01   2.484231e+04    +9.951783e-01
   2.484333e+04    +9.973016e-01   2.484337e+04    +9.975963e-01   2.484344e+04    +9.924421e-01   2.484330e+04    +9.973416e-01   2.484327e+04    +1.002653e+00
   2.484435e+04    +9.953718e-01   2.484430e+04    +9.982642e-01   2.484447e+04    +9.990606e-01   2.484440e+04    +9.961854e-01   2.484433e+04    +9.918973e-01
   2.484538e+04    +1.002202e+00   2.484533e+04    +9.900030e-01   2.484553e+04    +9.943282e-01   2.484537e+04    +9.965411e-01   2.484528e+04    +9.978542e-01
   2.484637e+04    +9.950972e-01   2.484640e+04    +9.914956e-01   2.484652e+04    +9.950756e-01   2.484638e+04    +9.935402e-01   2.484639e+04    +9.930455e-01
   2.484738e+04    +9.983803e-01   2.484734e+04    +9.910595e-01   2.484751e+04    +9.960995e-01   2.484740e+04    +9.947199e-01   2.484739e+04    +9.932186e-01
   2.484843e+04    +9.928198e-01   2.484837e+04    +9.943084e-01   2.484850e+04    +9.932934e-01   2.484839e+04    +9.948374e-01   2.484834e+04    +9.930981e-01
   2.484940e+04    +9.965368e-01   2.484936e+04    +9.983358e-01   2.484955e+04    +9.958374e-01   2.484937e+04    +9.974568e-01   2.484937e+04    +9.968815e-01
   2.485035e+04    +9.934033e-01   2.485034e+04    +9.925975e-01   2.485047e+04    +9.962754e-01   2.485037e+04    +9.953490e-01   2.485039e+04    +9.997865e-01
   2.485130e+04    +9.979536e-01   2.485137e+04    +9.941823e-01   2.485155e+04    +9.956640e-01   2.485135e+04    +9.933243e-01   2.485135e+04    +9.962207e-01
   2.485246e+04    +9.983751e-01   2.485238e+04    +9.984677e-01   2.485258e+04    +9.976558e-01   2.485235e+04    +9.944664e-01   2.485235e+04    +9.964962e-01
   2.485340e+04    +9.977030e-01   2.485336e+04    +9.897890e-01   2.485353e+04    +9.952785e-01   2.485337e+04    +9.960780e-01   2.485339e+04    +9.973364e-01
   2.485437e+04    +9.943563e-01   2.485435e+04    +1.001198e+00   2.485450e+04    +9.961908e-01   2.485437e+04    +9.986485e-01   2.485435e+04    +9.935201e-01
   2.485540e+04    +1.000884e+00   2.485541e+04    +9.958014e-01   2.485555e+04    +9.928499e-01   2.485535e+04    +9.911821e-01   2.485535e+04    +9.989298e-01
   2.485644e+04    +9.951956e-01   2.485636e+04    +9.943811e-01   2.485654e+04    +1.000932e+00   2.485638e+04    +9.996366e-01   2.485642e+04    +9.938179e-01
   2.485744e+04    +9.934637e-01   2.485738e+04    +9.952292e-01   2.485754e+04    +9.972689e-01   2.485731e+04    +9.904900e-01   2.485736e+04    +9.974138e-01
   2.485840e+04    +9.962626e-01   2.485849e+04    +9.962962e-01   2.485852e+04    +9.897698e-01   2.485839e+04    +9.995021e-01   2.485836e+04    +9.991028e-01
   2.485944e+04    +9.942059e-01   2.485940e+04    +9.974580e-01   2.485954e+04    +9.963119e-01   2.485938e+04    +9.937240e-01   2.485938e+04    +9.965107e-01
   2.486043e+04    +9.967102e-01   2.486040e+04    +9.949334e-01   2.486061e+04    +9.925544e-01   2.486046e+04    +9.938813e-01   2.486038e+04    +9.966302e-01
   2.486146e+04    +9.933618e-01   2.486134e+04    +9.917202e-01   2.486155e+04    +9.989334e-01   2.486142e+04    +9.926525e-01   2.486146e+04    +9.986624e-01
   2.486244e+04    +9.960703e-01   2.486248e+04    +9.920168e-01   2.486260e+04    +9.977992e-01   2.486248e+04    +9.962662e-01   2.486247e+04    +9.967907e-01
   2.486347e+04    +9.980980e-01   2.486350e+04    +9.971150e-01   2.486360e+04    +9.962603e-01   2.486345e+04    +9.932610e-01   2.486358e+04    +9.931561e-01
   2.486455e+04    +1.001699e+00   2.486448e+04    +1.000780e+00   2.486461e+04    +9.978589e-01   2.486451e+04    +9.984454e-01   2.486446e+04    +1.001979e+00
   2.486560e+04    +9.944639e-01   2.486557e+04    +9.975894e-01   2.486568e+04    +1.003238e+00   2.486551e+04    +1.001734e+00   2.486552e+04    +9.887413e-01
   2.486659e+04    +9.953677e-01   2.486655e+04    +9.986241e-01   2.486668e+04    +9.948257e-01   2.486651e+04    +9.976061e-01   2.486653e+04    +9.991733e-01
   2.486763e+04    +9.973521e-01   2.486760e+04    +9.996400e-01   2.486771e+04    +1.000236e+00   2.486753e+04    +9.982939e-01   2.486760e+04    +9.995329e-01
   2.486866e+04    +9.937882e-01   2.486861e+04    +9.932508e-01   2.486870e+04    +9.969906e-01   2.486852e+04    +1.000720e+00   2.486860e+04    +9.924829e-01
   2.486966e+04    +9.968058e-01   2.486957e+04    +1.003037e+00   2.486972e+04    +9.951926e-01   2.486957e+04    +1.003871e+00   2.486967e+04    +9.992349e-01
   2.487067e+04    +9.976393e-01   2.487064e+04    +9.957234e-01   2.487076e+04    +9.941058e-01   2.487057e+04    +9.954691e-01   2.487063e+04    +9.942374e-01
   2.487171e+04    +9.983977e-01   2.487166e+04    +9.955667e-01   2.487173e+04    +9.952791e-01   2.487160e+04    +9.934003e-01   2.487162e+04    +9.958721e-01
   2.487272e+04    +9.922122e-01   2.487264e+04    +1.002211e+00   2.487281e+04    +9.947928e-01   2.487267e+04    +9.944427e-01   2.487263e+04    +9.968902e-01
   2.487373e+04    +9.981248e-01   2.487364e+04    +9.992545e-01   2.487382e+04    +9.979018e-01   2.487370e+04    +1.000518e+00   2.487366e+04    +9.951234e-01
   2.487476e+04    +1.000372e+00   2.487476e+04    +1.000243e+00   2.487480e+04    +1.001138e+00   2.487471e+04    +9.973344e-01   2.487469e+04    +9.959850e-01
   2.487580e+04    +9.978327e-01   2.487569e+04    +9.958987e-01   2.487581e+04    +9.968181e-01   2.487568e+04    +9.953614e-01   2.487571e+04    +9.944659e-01
   2.487677e+04    +9.981698e-01   2.487673e+04    +9.976892e-01   2.487685e+04    +1.000942e+00   2.487669e+04    +1.001310e+00   2.487671e+04    +9.972313e-01
   2.487777e+04    +1.000720e+00   2.487773e+04    +9.977523e-01   2.487781e+04    +9.993768e-01   2.487766e+04    +9.978047e-01   2.487769e+04    +9.975074e-01
   2.487880e+04    +1.001599e+00   2.487871e+04    +1.002688e+00   2.487885e+04    +1.003066e+00   2.487874e+04    +1.000013e+00   2.487875e+04    +1.004931e+00
   2.487979e+04    +1.005431e+00   2.487974e+04    +1.000288e+00   2.487984e+04    +1.001945e+00   2.487971e+04    +9.994851e-01   2.487974e+04    +9.984403e-01
   2.488081e+04    +1.002032e+00   2.488077e+04    +1.001996e+00   2.488087e+04    +9.968260e-01   2.488078e+04    +1.001292e+00   2.488075e+04    +9.988706e-01
   2.488183e+04    +9.972605e-01   2.488172e+04    +9.986996e-01   2.488188e+04    +1.003477e+00   2.488175e+04    +9.988324e-01   2.488175e+04    +9.974152e-01
   2.488277e+04    +9.937603e-01   2.488273e+04    +1.005815e+00   2.488284e+04    +9.991196e-01   2.488271e+04    +1.003505e+00   2.488269e+04    +9.952176e-01
   2.488374e+04    +9.969177e-01   2.488377e+04    +1.003745e+00   2.488380e+04    +9.970825e-01   2.488377e+04    +9.952040e-01   2.488373e+04    +9.969820e-01
   2.488478e+04    +9.943380e-01   2.488478e+04    +1.001403e+00   2.488484e+04    +9.956519e-01   2.488472e+04    +9.993152e-01   2.488474e+04    +9.936307e-01
   2.488575e+04    +9.962965e-01   2.488574e+04    +1.000760e+00   2.488580e+04    +9.964305e-01   2.488576e+04    +9.981423e-01   2.488573e+04    +1.001373e+00
   2.488678e+04    +1.005671e+00   2.488679e+04    +1.000905e+00   2.488690e+04    +9.928611e-01   2.488675e+04    +9.991328e-01   2.488678e+04    +9.945724e-01
   2.488785e+04    +1.000519e+00   2.488782e+04    +9.991202e-01   2.488791e+04    +9.975407e-01   2.488781e+04    +9.982521e-01   2.488781e+04    +9.937392e-01
   2.488882e+04    +9.979390e-01   2.488878e+04    +1.001321e+00   2.488889e+04    +9.982068e-01   2.488875e+04    +1.000888e+00   2.488878e+04    +9.940282e-01
   2.488975e+04    +1.001538e+00   2.488970e+04    +1.001079e+00   2.488992e+04    +9.972584e-01   2.488978e+04    +1.000839e+00   2.488977e+04    +9.929186e-01
   2.489084e+04    +9.957864e-01   2.489078e+04    +9.969480e-01   2.489091e+04    +9.955016e-01   2.489076e+04    +9.975847e-01   2.489075e+04    +9.993278e-01
   2.489181e+04    +9.920561e-01   2.489180e+04    +9.966285e-01   2.489196e+04    +9.973621e-01   2.489175e+04    +1.001565e+00   2.489178e+04    +9.973667e-01
   2.489290e+04    +9.984433e-01   2.489287e+04    +9.936660e-01   2.489291e+04    +9.998781e-01   2.489278e+04    +9.945027e-01   2.489282e+04    +9.942256e-01
   2.489386e+04    +9.977596e-01   2.489391e+04    +9.980565e-01   2.489394e+04    +9.913959e-01   2.489381e+04    +9.912662e-01   2.489381e+04    +9.991420e-01
   2.489490e+04    +9.937564e-01   2.489489e+04    +9.963804e-01   2.489505e+04    +1.002758e+00   2.489483e+04    +9.975807e-01   2.489484e+04    +9.960228e-01
   2.489602e+04    +9.972701e-01   2.489593e+04    +9.977843e-01   2.489599e+04    +1.002088e+00   2.489589e+04    +9.963210e-01   2.489586e+04    +9.987739e-01
   2.489699e+04    +9.967432e-01   2.489692e+04    +9.960204e-01   2.489706e+04    +9.999980e-01   2.489687e+04    +9.936649e-01   2.489689e+04    +9.982651e-01
   2.489806e+04    +1.001914e+00   2.489796e+04    +9.928964e-01   2.489809e+04    +1.001858e+00   2.489791e+04    +9.941334e-01   2.489790e+04    +9.998282e-01
   2.489900e+04    +9.944138e-01   2.489904e+04    +9.990393e-01   2.489911e+04    +9.983224e-01   2.489893e+04    +1.000093e+00   2.489896e+04    +9.949834e-01
   2.490009e+04    +9.887556e-01   2.490000e+04    +1.000844e+00   2.490016e+04    +9.955523e-01   2.490003e+04    +9.973854e-01   2.490008e+04    +9.961995e-01
   2.490107e+04    +9.980020e-01   2.490101e+04    +9.928330e-01   2.490123e+04    +1.000400e+00   2.490099e+04    +1.002329e+00   2.490102e+04    +9.947921e-01
   2.490215e+04    +9.955403e-01   2.490204e+04    +9.993424e-01   2.490218e+04    +9.917980e-01   2.490205e+04    +9.974189e-01   2.490211e+04    +1.000764e+00
   2.490314e+04    +1.005893e+00   2.490312e+04    +9.983524e-01   2.490317e+04    +9.987346e-01   2.490306e+04    +1.001030e+00   2.490302e+04    +9.962269e-01
   2.490420e+04    +1.000595e+00   2.490416e+04    +9.952354e-01   2.490422e+04    +9.977460e-01   2.490407e+04    +9.984609e-01   2.490413e+04    +9.939518e-01
   2.490520e+04    +1.001493e+00   2.490518e+04    +9.999563e-01   2.490516e+04    +9.990210e-01   2.490507e+04    +9.976119e-01   2.490515e+04    +9.954459e-01
   2.490621e+04    +9.989168e-01   2.490616e+04    +9.956344e-01   2.490624e+04    +9.990299e-01   2.490616e+04    +9.966145e-01   2.490613e+04    +1.001020e+00
   2.490722e+04    +9.940322e-01   2.490718e+04    +1.000050e+00   2.490726e+04    +9.959030e-01   2.490712e+04    +9.984610e-01   2.490722e+04    +9.964222e-01
   2.490824e+04    +1.002626e+00   2.490819e+04    +9.966745e-01   2.490835e+04    +9.967592e-01   2.490817e+04    +9.973855e-01   2.490820e+04    +9.979490e-01
   2.490927e+04    +9.970006e-01   2.490917e+04    +9.984907e-01   2.490934e+04    +9.959862e-01   2.490921e+04    +9.980244e-01   2.490917e+04    +9.972976e-01
   2.491037e+04    +9.969233e-01   2.491020e+04    +1.008013e+00   2.491036e+04    +9.960372e-01   2.491018e+04    +9.943853e-01   2.491026e+04    +9.991429e-01
   2.491133e+04    +9.936175e-01   2.491125e+04    +9.968299e-01   2.491135e+04    +9.955877e-01   2.491124e+04    +9.992804e-01   2.491127e+04    +9.951011e-01
   2.491235e+04    +9.911899e-01   2.491224e+04    +1.000244e+00   2.491241e+04    +9.985413e-01   2.491227e+04    +9.951323e-01   2.491221e+04    +1.000029e+00
   2.491336e+04    +9.918889e-01   2.491328e+04    +9.966233e-01   2.491338e+04    +1.000627e+00   2.491327e+04    +9.942911e-01   2.491329e+04    +1.002438e+00
   2.491439e+04    +9.963992e-01   2.491432e+04    +1.000708e+00   2.491442e+04    +9.996997e-01   2.491429e+04    +1.002381e+00   2.491424e+04    +9.956460e-01
   2.491533e+04    +1.000808e+00   2.491534e+04    +1.003516e+00   2.491546e+04    +1.001610e+00   2.491532e+04    +9.986138e-01   2.491539e+04    +9.952076e-01
   2.491640e+04    +9.937750e-01   2.491639e+04    +9.919635e-01   2.491644e+04    +9.946702e-01   2.491634e+04    +9.981245e-01   2.491638e+04    +9.989127e-01
   2.491743e+04    +9.936770e-01   2.491739e+04    +9.917482e-01   2.491747e+04    +9.950296e-01   2.491733e+04    +9.925117e-01   2.491735e+04    +1.002501e+00
   2.491839e+04    +9.965073e-01   2.491832e+04    +9.980944e-01   2.491845e+04    +9.951553e-01   2.491834e+04    +1.002198e+00   2.491836e+04    +1.003743e+00
   2.491948e+04    +9.982752e-01   2.491940e+04    +9.950169e-01   2.491950e+04    +1.001813e+00   2.491939e+04    +9.969038e-01   2.491940e+04    +9.983989e-01
   2.492047e+04    +9.970117e-01   2.492040e+04    +1.002576e+00   2.492053e+04    +1.001979e+00   2.492037e+04    +9.964607e-01   2.492044e+04    +9.996423e-01
   2.492141e+04    +9.933114e-01   2.492144e+04    +9.995328e-01   2.492152e+04    +9.984926e-01   2.492142e+04    +9.989871e-01   2.492148e+04    +9.991186e-01
   2.492252e+04    +1.000863e+00   2.492245e+04    +9.959109e-01   2.492254e+04    +1.000399e+00   2.492249e+04    +9.953445e-01   2.492249e+04    +1.003098e+00
   2.492350e+04    +1.000531e+00   2.492344e+04    +9.940296e-01   2.492356e+04    +9.983869e-01   2.492340e+04    +9.993305e-01   2.492350e+04    +9.930577e-01
   2.492457e+04    +1.002383e+00   2.492445e+04    +1.000679e+00   2.492460e+04    +1.002485e+00   2.492447e+04    +1.000537e+00   2.492453e+04    +1.002456e+00
   2.492552e+04    +1.000345e+00   2.492547e+04    +1.001597e+00   2.492562e+04    +9.970107e-01   2.492546e+04    +9.987638e-01   2.492549e+04    +9.996904e-01
   2.492656e+04    +1.002780e+00   2.492654e+04    +1.003243e+00   2.492666e+04    +1.001577e+00   2.492649e+04    +1.002053e+00   2.492647e+04    +1.000564e+00
   2.492759e+04    +1.000179e+00   2.492757e+04    +1.000702e+00   2.492770e+04    +9.966132e-01   2.492757e+04    +1.000259e+00   2.492756e+04    +9.987695e-01
   2.492865e+04    +1.002280e+00   2.492859e+04    +9.967496e-01   2.492870e+04    +9.983830e-01   2.492856e+04    +9.969721e-01   2.492860e+04    +9.987254e-01
   2.492970e+04    +9.960727e-01   2.492963e+04    +9.939556e-01   2.492975e+04    +1.003962e+00   2.492954e+04    +9.971371e-01   2.492961e+04    +9.984985e-01
   2.493064e+04    +9.992926e-01   2.493067e+04    +1.003449e+00   2.493075e+04    +1.003059e+00   2.493067e+04    +9.981533e-01   2.493063e+04    +9.938618e-01
   2.493168e+04    +9.960531e-01   2.493165e+04    +1.003509e+00   2.493177e+04    +9.970061e-01   2.493161e+04    +1.000165e+00   2.493165e+04    +9.990772e-01
   2.493277e+04    +1.003023e+00   2.493267e+04    +9.989309e-01   2.493283e+04    +9.969167e-01   2.493267e+04    +1.001588e+00   2.493266e+04    +9.985857e-01
   2.493381e+04    +9.994981e-01   2.493373e+04    +1.003276e+00   2.493385e+04    +9.942925e-01   2.493370e+04    +1.000028e+00   2.493374e+04    +9.987125e-01
   2.493480e+04    +9.970150e-01   2.493478e+04    +1.003187e+00   2.493488e+04    +9.977032e-01   2.493478e+04    +9.973590e-01   2.493478e+04    +1.000078e+00
   2.493589e+04    +1.000297e+00   2.493583e+04    +1.002017e+00   2.493598e+04    +1.000124e+00   2.493582e+04    +9.962186e-01   2.493584e+04    +9.963506e-01
   2.493692e+04    +9.972183e-01   2.493679e+04    +9.928504e-01   2.493692e+04    +9.965742e-01   2.493680e+04    +1.000109e+00   2.493683e+04    +9.969922e-01
   2.493794e+04    +9.988297e-01   2.493789e+04    +9.988004e-01   2.493798e+04    +1.000935e+00   2.493784e+04    +9.984503e-01   2.493786e+04    +1.001793e+00
   2.493897e+04    +9.996267e-01   2.493894e+04    +9.952047e-01   2.493901e+04    +9.970571e-01   2.493887e+04    +1.002716e+00   2.493887e+04    +9.961971e-01
   2.493998e+04    +9.995486e-01   2.493991e+04    +9.997656e-01   2.494001e+04    +9.975941e-01   2.493985e+04    +9.999429e-01   2.493995e+04    +9.991197e-01
   2.494101e+04    +1.003247e+00   2.494092e+04    +9.982507e-01   2.494104e+04    +1.000798e+00   2.494089e+04    +1.003608e+00   2.494088e+04    +1.003681e+00
   2.494197e+04    +9.960217e-01   2.494195e+04    +1.005348e+00   2.494208e+04    +9.991749e-01   2.494187e+04    +1.000736e+00   2.494193e+04    +9.994227e-01
   2.494298e+04    +9.997979e-01   2.494293e+04    +9.946167e-01   2.494305e+04    +1.003328e+00   2.494297e+04    +9.988074e-01   2.494294e+04    +1.002286e+00
   2.494407e+04    +9.978589e-01   2.494397e+04    +9.968495e-01   2.494407e+04    +1.000856e+00   2.494404e+04    +1.001519e+00   2.494403e+04    +9.969977e-01
   2.494507e+04    +1.002331e+00   2.494500e+04    +1.005470e+00   2.494512e+04    +9.994917e-01   2.494498e+04    +9.970947e-01   2.494501e+04    +9.979719e-01
   2.494614e+04    +9.985301e-01   2.494600e+04    +1.004452e+00   2.494612e+04    +9.946251e-01   2.494597e+04    +1.001702e+00   2.494610e+04    +9.963340e-01
   2.494711e+04    +9.996232e-01   2.494708e+04    +1.007519e+00   2.494712e+04    +9.981329e-01   2.494704e+04    +1.001960e+00   2.494706e+04    +9.990461e-01
   2.494808e+04    +1.000675e+00   2.494812e+04    +9.943501e-01   2.494816e+04    +1.000500e+00   2.494809e+04    +9.976219e-01   2.494805e+04    +1.000503e+00
   2.494918e+04    +9.987521e-01   2.494903e+04    +9.988631e-01   2.494921e+04    +1.000530e+00   2.494911e+04    +1.001078e+00   2.494910e+04    +9.969393e-01
   2.495014e+04    +9.986164e-01   2.495009e+04    +1.000661e+00   2.495019e+04    +9.997388e-01   2.495010e+04    +9.994584e-01   2.495012e+04    +9.985730e-01
   2.495119e+04    +1.003547e+00   2.495111e+04    +9.981511e-01   2.495119e+04    +9.959889e-01   2.495111e+04    +9.996575e-01   2.495110e+04    +9.999296e-01
   2.495222e+04    +9.953043e-01   2.495216e+04    +9.980421e-01   2.495230e+04    +1.002718e+00   2.495213e+04    +1.003221e+00   2.495214e+04    +9.988450e-01
   2.495320e+04    +9.908727e-01   2.495315e+04    +1.004557e+00   2.495319e+04    +1.002802e+00   2.495309e+04    +9.969207e-01   2.495313e+04    +1.001372e+00
   2.495422e+04    +9.934100e-01   2.495424e+04    +1.001738e+00   2.495430e+04    +9.977216e-01   2.495415e+04    +9.988496e-01   2.495416e+04    +1.000530e+00
   2.495522e+04    +9.999106e-01   2.495518e+04    +1.003728e+00   2.495528e+04    +9.940117e-01   2.495514e+04    +1.000423e+00   2.495520e+04    +9.934248e-01
   2.495632e+04    +1.001571e+00   2.495615e+04    +1.002235e+00   2.495636e+04    +9.978852e-01   2.495611e+04    +9.986075e-01   2.495630e+04    +1.001536e+00
   2.495727e+04    +9.974585e-01   2.495719e+04    +9.947058e-01   2.495738e+04    +1.000672e+00   2.495715e+04    +1.000246e+00   2.495723e+04    +9.988564e-01
