#L E_Pd_01_0001    x_Pd_01_0001    E_Pd_01_0002    x_Pd_01_0002    E_Pd_01_0003    x_Pd_01_0003    E_Pd_01_0004    x_Pd_01_0004    E_Pd_01_0005    x_Pd_01_0005
   2.450026e+04    +1.020547e+00   2.450026e+04    +1.020481e+00   2.450037e+04    +1.025134e+00   2.450019e+04    +1.020107e+00   2.450028e+04    +1.019450e+00
   2.450122e+04    +1.019277e+00   2.450123e+04    +1.014268e+00   2.450130e+04    +1.021047e+00   2.450118e+04    +1.023634e+00   2.450126e+04    +1.018766e+00
   2.450218e+04    +1.024031e+00   2.450222e+04    +1.021807e+00   2.450229e+04    +1.022717e+00   2.450213e+04    +1.017582e+00   2.450229e+04    +1.024075e+00
   2.450312e+04    +1.026287e+00   2.450310e+04    +1.021085e+00   2.450325e+04    +1.021396e+00   2.450314e+04    +1.020532e+00   2.450320e+04    +1.016401e+00
   2.450414e+04    +1.025541e+00   2.450411e+04    +1.021326e+00   2.450423e+04    +1.020830e+00   2.450412e+04    +1.018431e+00   2.450418e+04    +1.023637e+00
   2.450508e+04    +1.022020e+00   2.450510e+04    +1.019865e+00   2.450521e+04    +1.023400e+00   2.450502e+04    +1.023421e+00   2.450512e+04    +1.022523e+00
   2.450608e+04    +1.019851e+00   2.450613e+04    +1.023483e+00   2.450627e+04    +1.027029e+00   2.450608e+04    +1.020719e+00   2.450620e+04    +1.022901e+00
   2.450707e+04    +1.022312e+00   2.450704e+04    +1.025624e+00   2.450718e+04    +1.023526e+00   2.450701e+04    +1.022486e+00   2.450713e+04    +1.024121e+00
   2.450801e+04    +1.026785e+00   2.450806e+04    +1.021588e+00   2.450817e+04    +1.024534e+00   2.450799e+04    +1.018702e+00   2.450811e+04    +1.022257e+00
   2.450902e+04    +1.021542e+00   2.450900e+04    +1.027225e+00   2.450908e+04    +1.019127e+00   2.450901e+04    +1.021308e+00   2.450903e+04    +1.025736e+00
   2.450996e+04    +1.019094e+00   2.450998e+04    +1.020061e+00   2.451004e+04    +1.021704e+00   2.450997e+04    +1.020432e+00   2.451003e+04    +1.020974e+00
   2.451099e+04    +1.023165e+00   2.451101e+04    +1.022020e+00   2.451104e+04    +1.024320e+00   2.451090e+04    +1.023065e+00   2.451100e+04    +1.018618e+00
   2.451189e+04    +1.020945e+00   2.451191e+04    +1.022302e+00   2.451199e+04    +1.021866e+00   2.451184e+04    +1.022806e+00   2.451196e+04    +1.027188e+00
   2.451284e+04    +1.017748e+00   2.451290e+04    +1.015230e+00   2.451300e+04    +1.023446e+00   2.451284e+04    +1.024282e+00   2.451288e+04    +1.022013e+00
   2.451383e+04    +1.023801e+00   2.451389e+04    +1.021637e+00   2.451396e+04    +1.020992e+00   2.451382e+04    +1.018426e+00   2.451392e+04    +1.021154e+00
   2.451482e+04    +1.021508e+00   2.451482e+04    +1.024185e+00   2.451488e+04    +1.021291e+00   2.451475e+04    +1.021671e+00   2.451490e+04    +1.018372e+00
   2.451578e+04    +1.022345e+00   2.451583e+04    +1.023482e+00   2.451585e+04    +1.022446e+00   2.451574e+04    +1.021453e+00   2.451587e+04    +1.014083e+00
   2.451678e+04    +1.024415e+00   2.451669e+04    +1.020435e+00   2.451684e+04    +1.025126e+00   2.451670e+04    +1.021291e+00   2.451679e+04    +1.023253e+00
   2.451767e+04    +1.021098e+00   2.451770e+04    +1.017085e+00   2.451782e+04    +1.019395e+00   2.451769e+04    +1.016414e+00   2.451781e+04    +1.016509e+00
   2.451873e+04    +1.020811e+00   2.451876e+04    +1.024459e+00   2.451881e+04    +1.026481e+00   2.451869e+04    +1.018247e+00   2.451880e+04    +1.020940e+00
   2.451965e+04    +1.021385e+00   2.451972e+04    +1.016487e+00   2.451980e+04    +1.013418e+00   2.451964e+04    +1.026226e+00   2.451974e+04    +1.017001e+00
   2.452061e+04    +1.024936e+00   2.452063e+04    +1.018041e+00   2.452076e+04    +1.023083e+00   2.452062e+04    +1.023245e+00   2.452066e+04    +1.025166e+00
   2.452161e+04    +1.018304e+00   2.452164e+04    +1.014183e+00   2.452173e+04    +1.019704e+00   2.452156e+04    +1.020809e+00   2.452165e+04    +1.016301e+00
   2.452255e+04    +1.022845e+00   2.452259e+04    +1.021836e+00   2.452264e+04    +1.019728e+00   2.452253e+04    +1.017162e+00   2.452265e+04    +1.015702e+00
   2.452354e+04    +1.018892e+00   2.452360e+04    +1.016243e+00   2.452370e+04    +1.017422e+00   2.452354e+04    +1.023691e+00   2.452364e+04    +1.020909e+00
   2.452454e+04    +1.020187e+00   2.452456e+04    +1.019620e+00   2.452471e+04    +1.016091e+00   2.452453e+04    +1.017771e+00   2.452464e+04    +1.012857e+00
   2.452555e+04    +1.022269e+00   2.452552e+04    +1.016635e+00   2.452563e+04    +1.018185e+00   2.452545e+04    +1.019546e+00   2.452560e+04    +1.016956e+00
   2.452654e+04    +1.020742e+00   2.452654e+04    +1.020240e+00   2.452666e+04    +1.021331e+00   2.452649e+04    +1.015249e+00   2.452666e+04    +1.019947e+00
   2.452753e+04    +1.018278e+00   2.452755e+04    +1.019500e+00   2.452764e+04    +1.015129e+00   2.452745e+04    +1.016455e+00   2.452761e+04    +1.021021e+00
   2.452850e+04    +1.019508e+00   2.452856e+04    +1.017912e+00   2.452864e+04    +1.020706e+00   2.452848e+04    +1.019575e+00   2.452858e+04    +1.020174e+00
   2.452945e+04    +1.014538e+00   2.452951e+04    +1.015321e+00   2.452957e+04    +1.016948e+00   2.452944e+04    +1.015504e+00   2.452951e+04    +1.018544e+00
   2.453048e+04    +1.013971e+00   2.453041e+04    +1.021760e+00   2.453051e+04    +1.018066e+00   2.453041e+04    +1.015796e+00   2.453053e+04    +1.023914e+00
   2.453139e+04    +1.013796e+00   2.453142e+04    +1.018723e+00   2.453153e+04    +1.019615e+00   2.453134e+04    +1.016035e+00   2.453141e+04    +1.016546e+00
   2.453243e+04    +1.011234e+00   2.453239e+04    +1.012569e+00   2.453251e+04    +1.017948e+00   2.453240e+04    +1.018604e+00   2.453244e+04    +1.005862e+00
   2.453341e+04    +1.022948e+00   2.453333e+04    +1.013245e+00   2.453346e+04    +1.014039e+00   2.453330e+04    +1.018655e+00   2.453347e+04    +1.014341e+00
   2.453435e+04    +1.013359e+00   2.453440e+04    +1.021315e+00   2.453455e+04    +1.012379e+00   2.453435e+04    +1.012891e+00   2.453445e+04    +1.016077e+00
   2.453538e+04    +1.012616e+00   2.453535e+04    +1.014233e+00   2.453551e+04    +1.009421e+00   2.453531e+04    +1.015788e+00   2.453538e+04    +1.016486e+00
   2.453633e+04    +1.007884e+00   2.453635e+04    +1.015995e+00   2.453648e+04    +1.016972e+00   2.453629e+04    +1.011324e+00   2.453638e+04    +1.015500e+00
   2.453731e+04    +1.013417e+00   2.453730e+04    +1.012137e+00   2.453740e+04    +1.014252e+00   2.453728e+04    +1.010411e+00   2.453736e+04    +1.016916e+00
   2.453827e+04    +1.019473e+00   2.453840e+04    +1.014445e+00   2.453839e+04    +1.014563e+00   2.453827e+04    +1.008939e+00   2.453830e+04    +1.012522e+00
   2.453927e+04    +1.013163e+00   2.453928e+04    +1.010593e+00   2.453938e+04    +1.014306e+00   2.453919e+04    +1.016221e+00   2.453934e+04    +1.013313e+00
   2.454028e+04    +1.016356e+00   2.454025e+04    +1.012532e+00   2.454034e+04    +1.008896e+00   2.454023e+04    +1.011981e+00   2.454032e+04    +1.012187e+00
   2.454124e+04    +1.015020e+00   2.454127e+04    +1.013718e+00   2.454140e+04    +1.012593e+00   2.454123e+04    +1.015972e+00   2.454132e+04    +1.014979e+00
   2.454223e+04    +1.012726e+00   2.454220e+04    +1.013631e+00   2.454242e+04    +1.011294e+00   2.454218e+04    +1.013716e+00   2.454234e+04    +1.011358e+00
   2.454316e+04    +1.014417e+00   2.454324e+04    +1.008972e+00   2.454333e+04    +1.017786e+00   2.454316e+04    +1.015346e+00   2.454321e+04    +1.013592e+00
   2.454412e+04    +1.011035e+00   2.454420e+04    +1.011672e+00   2.454430e+04    +1.005487e+00   2.454416e+04    +1.015130e+00   2.454423e+04    +1.004123e+00
   2.454514e+04    +1.015612e+00   2.454512e+04    +1.015129e+00   2.454528e+04    +1.011170e+00   2.454510e+04    +1.014047e+00   2.454518e+04    +1.014665e+00
   2.454612e+04    +1.011060e+00   2.454611e+04    +1.007833e+00   2.454624e+04    +1.010722e+00   2.454607e+04    +1.011832e+00   2.454618e+04    +1.012427e+00
   2.454713e+04    +1.012733e+00   2.454719e+04    +1.011463e+00   2.454723e+04    +1.014488e+00   2.454708e+04    +1.013688e+00   2.454719e+04    +1.010666e+00
   2.454807e+04    +1.016091e+00   2.454814e+04    +1.014022e+00   2.454823e+04    +1.014762e+00   2.454804e+04    +1.013487e+00   2.454810e+04    +1.012140e+00
   2.454904e+04    +1.015158e+00   2.454908e+04    +1.016876e+00   2.454921e+04    +1.014473e+00   2.454902e+04    +1.014883e+00   2.454902e+04    +1.012533e+00
   2.455001e+04    +1.011952e+00   2.455004e+04    +1.015364e+00   2.455018e+04    +1.010321e+00   2.454996e+04    +1.016787e+00   2.455006e+04    +1.013924e+00
   2.455099e+04    +1.016446e+00   2.455103e+04    +1.011252e+00   2.455112e+04    +1.010948e+00   2.455094e+04    +1.017069e+00   2.455100e+04    +1.013579e+00
   2.455199e+04    +1.017071e+00   2.455201e+04    +1.015752e+00   2.455216e+04    +1.011792e+00   2.455191e+04    +1.011610e+00   2.455204e+04    +1.010735e+00
   2.455294e+04    +1.015839e+00   2.455299e+04    +1.011809e+00   2.455311e+04    +1.011011e+00   2.455292e+04    +1.009346e+00   2.455301e+04    +1.017576e+00
   2.455389e+04    +1.014319e+00   2.455395e+04    +1.010406e+00   2.455405e+04    +1.009536e+00   2.455386e+04    +1.014281e+00   2.455397e+04    +1.012960e+00
   2.455488e+04    +1.013989e+00   2.455498e+04    +1.011168e+00   2.455503e+04    +1.012665e+00   2.455492e+04    +1.012147e+00   2.455500e+04    +1.011282e+00
   2.455593e+04    +1.009676e+00   2.455593e+04    +1.009711e+00   2.455604e+04    +1.011373e+00   2.455590e+04    +1.016400e+00   2.455592e+04    +1.017786e+00
   2.455694e+04    +1.006636e+00   2.455692e+04    +1.015470e+00   2.455708e+04    +1.012929e+00   2.455691e+04    +1.013364e+00   2.455698e+04    +1.013941e+00
   2.455795e+04    +1.012839e+00   2.455792e+04    +1.012644e+00   2.455804e+04    +1.015192e+00   2.455786e+04    +1.011292e+00   2.455792e+04    +1.014809e+00
   2.455888e+04    +1.013747e+00   2.455892e+04    +1.009393e+00   2.455902e+04    +1.006868e+00   2.455885e+04    +1.011277e+00   2.455892e+04    +1.012778e+00
   2.455990e+04    +1.005411e+00   2.455991e+04    +1.010786e+00   2.455998e+04    +1.012073e+00   2.455978e+04    +1.012572e+00   2.455992e+04    +1.009084e+00
   2.456084e+04    +1.012045e+00   2.456084e+04    +1.000772e+00   2.456099e+04    +1.012177e+00   2.456080e+04    +1.008948e+00   2.456092e+04    +1.012442e+00
   2.456189e+04    +1.006559e+00   2.456181e+04    +1.009427e+00   2.456196e+04    +1.008870e+00   2.456174e+04    +1.004649e+00   2.456187e+04    +1.005171e+00
   2.456282e+04    +1.006745e+00   2.456277e+04    +9.968336e-01   2.456295e+04    +1.009770e+00   2.456281e+04    +1.007116e+00   2.456282e+04    +1.010883e+00
   2.456384e+04    +1.000917e+00   2.456375e+04    +1.002707e+00   2.456392e+04    +1.008803e+00   2.456377e+04    +1.001206e+00   2.456383e+04    +1.001772e+00
   2.456481e+04    +1.005902e+00   2.456472e+04    +1.006314e+00   2.456494e+04    +1.004223e+00   2.456469e+04    +1.001530e+00   2.456488e+04    +9.983279e-01
   2.456573e+04    +1.006583e+00   2.456573e+04    +1.004508e+00   2.456582e+04    +1.001476e+00   2.456573e+04    +9.974637e-01   2.456575e+04    +1.002082e+00
   2.456672e+04    +1.002418e+00   2.456677e+04    +1.003329e+00   2.456682e+04    +1.005131e+00   2.456666e+04    +9.982740e-01   2.456679e+04    +1.002327e+00
   2.456774e+04    +9.998637e-01   2.456774e+04    +9.971482e-01   2.456784e+04    +9.961778e-01   2.456769e+04    +9.933144e-01   2.456783e+04    +9.994887e-01
   2.456876e+04    +9.950801e-01   2.456875e+04    +1.000227e+00   2.456884e+04    +1.001829e+00   2.456870e+04    +9.977209e-01   2.456872e+04    +9.998191e-01
   2.456970e+04    +9.989569e-01   2.456971e+04    +9.941031e-01   2.456976e+04    +9.944968e-01   2.456965e+04    +9.988301e-01   2.456970e+04    +9.943214e-01
   2.457065e+04    +9.925568e-01   2.457068e+04    +9.941403e-01   2.457079e+04    +9.897947e-01   2.457065e+04    +9.946439e-01   2.457066e+04    +9.881023e-01
   2.457166e+04    +9.896618e-01   2.457162e+04    +9.877970e-01   2.457178e+04    +9.881152e-01   2.457147e+04    +9.895677e-01   2.457170e+04    +9.920750e-01
   2.457265e+04    +9.893124e-01   2.457256e+04    +9.857794e-01   2.457269e+04    +9.909130e-01   2.457261e+04    +9.901902e-01   2.457262e+04    +9.897890e-01
   2.457358e+04    +9.870260e-01   2.457358e+04    +9.875516e-01   2.457368e+04    +9.877081e-01   2.457346e+04    +9.827095e-01   2.457357e+04    +9.859039e-01
   2.457455e+04    +9.859777e-01   2.457456e+04    +9.807750e-01   2.457467e+04    +9.886883e-01   2.457443e+04    +9.855006e-01   2.457460e+04    +9.900146e-01
   2.457548e+04    +9.850734e-01   2.457556e+04    +9.860053e-01   2.457563e+04    +9.821859e-01   2.457541e+04    +9.829637e-01   2.457558e+04    +9.802444e-01
   2.457644e+04    +9.829719e-01   2.457647e+04    +9.825546e-01   2.457659e+04    +9.782303e-01   2.457641e+04    +9.835335e-01   2.457654e+04    +9.848685e-01
   2.457746e+04    +9.889897e-01   2.457746e+04    +9.814942e-01   2.457760e+04    +9.812593e-01   2.457747e+04    +9.806472e-01   2.457751e+04    +9.808121e-01
   2.457845e+04    +9.770144e-01   2.457844e+04    +9.839651e-01   2.457856e+04    +9.785903e-01   2.457841e+04    +9.826754e-01   2.457853e+04    +9.796253e-01
   2.457939e+04    +9.811931e-01   2.457935e+04    +9.865413e-01   2.457949e+04    +9.828112e-01   2.457941e+04    +9.862103e-01   2.457943e+04    +9.849027e-01
   2.458035e+04    +9.813596e-01   2.458039e+04    +9.862640e-01   2.458046e+04    +9.769193e-01   2.458034e+04    +9.809139e-01   2.458044e+04    +9.823398e-01
   2.458136e+04    +9.802100e-01   2.458140e+04    +9.779599e-01   2.458149e+04    +9.844386e-01   2.458138e+04    +9.807268e-01   2.458143e+04    +9.839286e-01
   2.458229e+04    +9.857488e-01   2.458233e+04    +9.809283e-01   2.458244e+04    +9.779001e-01   2.458224e+04    +9.799633e-01   2.458244e+04    +9.825134e-01
   2.458331e+04    +9.771714e-01   2.458329e+04    +9.846443e-01   2.458334e+04    +9.792715e-01   2.458325e+04    +9.766708e-01   2.458342e+04    +9.781601e-01
   2.458425e+04    +9.851315e-01   2.458426e+04    +9.827233e-01   2.458437e+04    +9.834030e-01   2.458420e+04    +9.797648e-01   2.458435e+04    +9.837081e-01
   2.458522e+04    +9.842923e-01   2.458522e+04    +9.841603e-01   2.458539e+04    +9.797753e-01   2.458521e+04    +9.780322e-01   2.458528e+04    +9.775490e-01
   2.458622e+04    +9.814985e-01   2.458616e+04    +9.845879e-01   2.458638e+04    +9.795127e-01   2.458616e+04    +9.862443e-01   2.458630e+04    +9.842697e-01
   2.458715e+04    +9.815684e-01   2.458716e+04    +9.868393e-01   2.458736e+04    +9.876692e-01   2.458716e+04    +9.822897e-01   2.458725e+04    +9.866338e-01
   2.458815e+04    +9.868439e-01   2.458821e+04    +9.844719e-01   2.458828e+04    +9.800671e-01   2.458816e+04    +9.854806e-01   2.458819e+04    +9.873772e-01
   2.458913e+04    +9.853618e-01   2.458912e+04    +9.828200e-01   2.458924e+04    +9.906106e-01   2.458910e+04    +9.888600e-01   2.458925e+04    +9.892373e-01
   2.459005e+04    +9.881328e-01   2.459007e+04    +9.868509e-01   2.459021e+04    +9.866676e-01   2.459008e+04    +9.863734e-01   2.459019e+04    +9.888835e-01
   2.459105e+04    +9.896966e-01   2.459111e+04    +9.878585e-01   2.459126e+04    +9.895035e-01   2.459103e+04    +9.894820e-01   2.459118e+04    +9.880505e-01
   2.459212e+04    +9.833551e-01   2.459210e+04    +9.918389e-01   2.459223e+04    +9.850189e-01   2.459207e+04    +9.911589e-01   2.459218e+04    +9.870843e-01
   2.459317e+04    +9.883921e-01   2.459315e+04    +9.910634e-01   2.459329e+04    +9.906922e-01   2.459306e+04    +9.867303e-01   2.459317e+04    +9.875739e-01
   2.459411e+04    +9.942399e-01   2.459409e+04    +9.877688e-01   2.459421e+04    +9.926365e-01   2.459405e+04    +9.873323e-01   2.459415e+04    +9.930066e-01
   2.459507e+04    +9.972621e-01   2.459502e+04    +9.912334e-01   2.459518e+04    +9.925044e-01   2.459503e+04    +9.962743e-01   2.459515e+04    +9.963797e-01
   2.459605e+04    +9.983368e-01   2.459607e+04    +1.003067e+00   2.459623e+04    +9.928227e-01   2.459601e+04    +9.937604e-01   2.459612e+04    +9.953724e-01
   2.459700e+04    +9.983799e-01   2.459701e+04    +9.968833e-01   2.459715e+04    +9.976747e-01   2.459697e+04    +9.914906e-01   2.459709e+04    +9.944506e-01
   2.459805e+04    +9.979520e-01   2.459801e+04    +9.977059e-01   2.459816e+04    +9.951317e-01   2.459798e+04    +9.982392e-01   2.459810e+04    +9.945666e-01
   2.459900e+04    +9.968554e-01   2.459899e+04    +9.970912e-01   2.459907e+04    +1.001678e+00   2.459892e+04    +9.962956e-01   2.459901e+04    +1.003074e+00
   2.459991e+04    +9.975024e-01   2.459997e+04    +9.956929e-01   2.460002e+04    +1.004230e+00   2.459990e+04    +1.000447e+00   2.460002e+04    +9.936147e-01
   2.460092e+04    +1.007169e+00   2.460095e+04    +1.005799e+00   2.460108e+04    +1.000906e+00   2.460089e+04    +1.005385e+00   2.460100e+04    +1.002204e+00
   2.460193e+04    +1.006053e+00   2.460192e+04    +1.000430e+00   2.460207e+04    +1.004211e+00   2.460191e+04    +1.007708e+00   2.460196e+04    +1.000333e+00
   2.460291e+04    +1.006825e+00   2.460290e+04    +1.007443e+00   2.460301e+04    +1.007781e+00   2.460292e+04    +1.008179e+00   2.460298e+04    +1.006423e+00
   2.460385e+04    +1.001347e+00   2.460384e+04    +1.004054e+00   2.460395e+04    +1.001895e+00   2.460386e+04    +1.010786e+00   2.460397e+04    +1.005818e+00
   2.460479e+04    +1.005938e+00   2.460481e+04    +1.009956e+00   2.460497e+04    +1.006344e+00   2.460477e+04    +1.009546e+00   2.460490e+04    +1.005900e+00
   2.460581e+04    +1.003948e+00   2.460583e+04    +1.006107e+00   2.460592e+04    +1.011252e+00   2.460577e+04    +1.012511e+00   2.460589e+04    +1.005726e+00
   2.460679e+04    +1.015490e+00   2.460679e+04    +1.009434e+00   2.460691e+04    +1.005596e+00   2.460670e+04    +1.011686e+00   2.460682e+04    +1.011012e+00
   2.460770e+04    +1.009337e+00   2.460775e+04    +1.014694e+00   2.460786e+04    +1.014402e+00   2.460769e+04    +1.012325e+00   2.460780e+04    +1.006960e+00
   2.460873e+04    +1.007012e+00   2.460867e+04    +1.014325e+00   2.460880e+04    +1.013130e+00   2.460870e+04    +1.013104e+00   2.460878e+04    +1.015276e+00
   2.460966e+04    +1.016790e+00   2.460963e+04    +1.010732e+00   2.460984e+04    +1.008930e+00   2.460974e+04    +1.019392e+00   2.460972e+04    +1.014646e+00
   2.461059e+04    +1.014759e+00   2.461067e+04    +1.008549e+00   2.461080e+04    +1.010905e+00   2.461058e+04    +1.012224e+00   2.461069e+04    +1.015099e+00
   2.461162e+04    +1.011331e+00   2.461162e+04    +1.013202e+00   2.461178e+04    +1.014962e+00   2.461158e+04    +1.011953e+00   2.461165e+04    +1.010489e+00
   2.461253e+04    +1.014407e+00   2.461262e+04    +1.015299e+00   2.461272e+04    +1.009606e+00   2.461256e+04    +1.014171e+00   2.461260e+04    +1.010670e+00
   2.461351e+04    +1.014065e+00   2.461355e+04    +1.012510e+00   2.461371e+04    +1.011727e+00   2.461356e+04    +1.014648e+00   2.461360e+04    +1.012602e+00
   2.461453e+04    +1.018985e+00   2.461457e+04    +1.011216e+00   2.461469e+04    +1.012094e+00   2.461457e+04    +1.013335e+00   2.461461e+04    +1.017436e+00
   2.461546e+04    +1.009766e+00   2.461549e+04    +1.010666e+00   2.461565e+04    +1.008002e+00   2.461554e+04    +1.013742e+00   2.461562e+04    +1.006393e+00
   2.461650e+04    +1.012877e+00   2.461646e+04    +1.016971e+00   2.461662e+04    +1.015804e+00   2.461646e+04    +1.008782e+00   2.461659e+04    +1.017221e+00
   2.461745e+04    +1.015512e+00   2.461744e+04    +1.011046e+00   2.461761e+04    +1.009458e+00   2.461744e+04    +1.020308e+00   2.461751e+04    +1.013619e+00
   2.461839e+04    +1.011847e+00   2.461841e+04    +1.013210e+00   2.461859e+04    +1.014415e+00   2.461845e+04    +1.017075e+00   2.461853e+04    +1.013346e+00
   2.461940e+04    +1.013862e+00   2.461943e+04    +1.015567e+00   2.461958e+04    +1.007091e+00   2.461943e+04    +1.011170e+00   2.461948e+04    +1.010694e+00
   2.462034e+04    +1.016726e+00   2.462039e+04    +1.019200e+00   2.462054e+04    +1.016730e+00   2.462041e+04    +1.013619e+00   2.462043e+04    +1.016378e+00
   2.462133e+04    +1.012719e+00   2.462139e+04    +1.012570e+00   2.462154e+04    +1.015878e+00   2.462144e+04    +1.015719e+00   2.462146e+04    +1.015169e+00
   2.462234e+04    +1.014020e+00   2.462233e+04    +1.012013e+00   2.462248e+04    +1.011968e+00   2.462231e+04    +1.014037e+00   2.462241e+04    +1.012359e+00
   2.462329e+04    +1.013377e+00   2.462331e+04    +1.012817e+00   2.462353e+04    +1.010442e+00   2.462333e+04    +1.011297e+00   2.462344e+04    +1.014995e+00
   2.462431e+04    +1.012936e+00   2.462431e+04    +1.007356e+00   2.462444e+04    +1.009353e+00   2.462431e+04    +1.008966e+00   2.462444e+04    +1.012562e+00
   2.462533e+04    +1.008802e+00   2.462530e+04    +1.008339e+00   2.462545e+04    +1.009422e+00   2.462533e+04    +1.006292e+00   2.462537e+04    +1.010125e+00
   2.462627e+04    +1.005692e+00   2.462625e+04    +1.016331e+00   2.462643e+04    +1.007484e+00   2.462629e+04    +1.009428e+00   2.462635e+04    +1.009918e+00
   2.462725e+04    +1.005997e+00   2.462729e+04    +1.011429e+00   2.462744e+04    +1.002488e+00   2.462728e+04    +1.004686e+00   2.462731e+04    +1.005542e+00
   2.462821e+04    +1.007730e+00   2.462822e+04    +1.000457e+00   2.462837e+04    +1.008675e+00   2.462823e+04    +1.004773e+00   2.462833e+04    +1.005703e+00
   2.462924e+04    +1.006119e+00   2.462916e+04    +1.006988e+00   2.462941e+04    +1.009684e+00   2.462925e+04    +1.006192e+00   2.462926e+04    +1.006227e+00
   2.463024e+04    +1.007714e+00   2.463016e+04    +1.003063e+00   2.463036e+04    +1.002175e+00   2.463020e+04    +1.005279e+00   2.463023e+04    +1.010682e+00
   2.463118e+04    +1.011045e+00   2.463114e+04    +1.006873e+00   2.463127e+04    +1.004698e+00   2.463123e+04    +1.004034e+00   2.463120e+04    +1.005247e+00
   2.463212e+04    +1.007915e+00   2.463216e+04    +9.975497e-01   2.463223e+04    +9.993393e-01   2.463208e+04    +1.001493e+00   2.463221e+04    +1.007692e+00
   2.463310e+04    +1.002030e+00   2.463310e+04    +1.003075e+00   2.463321e+04    +1.001017e+00   2.463306e+04    +1.005167e+00   2.463319e+04    +1.000054e+00
   2.463404e+04    +1.003146e+00   2.463410e+04    +1.000999e+00   2.463423e+04    +1.000757e+00   2.463409e+04    +9.997884e-01   2.463412e+04    +9.996851e-01
   2.463500e+04    +1.003272e+00   2.463502e+04    +9.997579e-01   2.463519e+04    +9.979610e-01   2.463507e+04    +9.953854e-01   2.463508e+04    +1.000717e+00
   2.463604e+04    +1.006865e+00   2.463604e+04    +9.956919e-01   2.463623e+04    +1.000556e+00   2.463602e+04    +9.992538e-01   2.463611e+04    +9.982206e-01
   2.463702e+04    +9.947306e-01   2.463702e+04    +9.939967e-01   2.463716e+04    +9.993679e-01   2.463698e+04    +1.002321e+00   2.463709e+04    +1.000695e+00
   2.463797e+04    +9.962927e-01   2.463801e+04    +9.978721e-01   2.463815e+04    +9.996072e-01   2.463794e+04    +9.965631e-01   2.463805e+04    +9.964428e-01
   2.463895e+04    +9.997756e-01   2.463900e+04    +9.988842e-01   2.463911e+04    +9.972979e-01   2.463894e+04    +9.954872e-01   2.463901e+04    +9.955204e-01
   2.463991e+04    +1.001592e+00   2.464000e+04    +1.001736e+00   2.464009e+04    +9.978031e-01   2.463993e+04    +9.945486e-01   2.464003e+04    +9.976638e-01
   2.464089e+04    +9.951181e-01   2.464088e+04    +9.946460e-01   2.464107e+04    +9.983578e-01   2.464089e+04    +9.976033e-01   2.464092e+04    +9.962189e-01
   2.464184e+04    +9.957926e-01   2.464185e+04    +1.000507e+00   2.464201e+04    +9.956008e-01   2.464187e+04    +1.000027e+00   2.464197e+04    +9.947109e-01
   2.464283e+04    +9.943327e-01   2.464281e+04    +9.963794e-01   2.464298e+04    +9.987732e-01   2.464282e+04    +1.000430e+00   2.464287e+04    +9.942885e-01
   2.464380e+04    +9.969787e-01   2.464381e+04    +9.981172e-01   2.464393e+04    +9.954740e-01   2.464378e+04    +9.944059e-01   2.464384e+04    +9.965391e-01
   2.464477e+04    +9.942048e-01   2.464473e+04    +9.920293e-01   2.464489e+04    +9.951620e-01   2.464476e+04    +9.936742e-01   2.464481e+04    +9.933599e-01
   2.464577e+04    +9.928992e-01   2.464581e+04    +9.889692e-01   2.464591e+04    +9.963937e-01   2.464577e+04    +9.992339e-01   2.464582e+04    +9.928495e-01
   2.464671e+04    +9.909781e-01   2.464673e+04    +9.955214e-01   2.464686e+04    +9.890355e-01   2.464671e+04    +9.913747e-01   2.464679e+04    +9.952956e-01
   2.464771e+04    +9.939000e-01   2.464768e+04    +9.910436e-01   2.464784e+04    +9.954646e-01   2.464761e+04    +9.857828e-01   2.464776e+04    +9.902546e-01
   2.464862e+04    +9.919339e-01   2.464863e+04    +9.917743e-01   2.464880e+04    +9.950003e-01   2.464862e+04    +9.949318e-01   2.464871e+04    +9.941749e-01
   2.464963e+04    +9.929421e-01   2.464964e+04    +9.901805e-01   2.464975e+04    +9.862990e-01   2.464963e+04    +9.930903e-01   2.464967e+04    +9.902516e-01
   2.465060e+04    +9.876007e-01   2.465063e+04    +9.921690e-01   2.465076e+04    +9.951392e-01   2.465053e+04    +9.910614e-01   2.465063e+04    +9.929863e-01
   2.465154e+04    +9.924959e-01   2.465159e+04    +9.961406e-01   2.465171e+04    +9.881339e-01   2.465160e+04    +9.899160e-01   2.465161e+04    +9.890537e-01
   2.465256e+04    +9.925972e-01   2.465254e+04    +9.915296e-01   2.465264e+04    +9.885571e-01   2.465257e+04    +9.952825e-01   2.465262e+04    +9.889254e-01
   2.465353e+04    +9.899226e-01   2.465358e+04    +9.947689e-01   2.465366e+04    +9.884228e-01   2.465350e+04    +9.895527e-01   2.465362e+04    +9.918538e-01
   2.465450e+04    +9.904015e-01   2.465455e+04    +9.842830e-01   2.465464e+04    +9.968088e-01   2.465443e+04    +9.916864e-01   2.465462e+04    +9.907660e-01
   2.465550e+04    +9.956463e-01   2.465557e+04    +9.912988e-01   2.465559e+04    +9.952195e-01   2.465552e+04    +9.924121e-01   2.465557e+04    +9.905461e-01
   2.465644e+04    +9.911715e-01   2.465651e+04    +9.915218e-01   2.465658e+04    +9.908355e-01   2.465645e+04    +9.933426e-01   2.465655e+04    +9.929777e-01
