#S 1
#D #D Sat Nov 2 15:19:39 2024
#U blowerT 25.0
#V signal fl
#V reference tr
#V E0 24353.64211995039
#V refE0 24350.0
#V blowerT 25.0
#V J0 165660774881.8581
#L E               x
   2.452764e+04    +1.512893e-02
   2.452864e+04    +2.070615e-02
   2.452957e+04    +1.694806e-02
   2.453051e+04    +1.806610e-02
   2.453154e+04    +1.961471e-02
   2.453251e+04    +1.794836e-02
   2.453346e+04    +1.403933e-02
   2.453455e+04    +1.237909e-02
   2.453551e+04    +9.421433e-03
   2.453648e+04    +1.697200e-02
   2.453740e+04    +1.425165e-02
   2.453839e+04    +1.456270e-02
   2.453938e+04    +1.430579e-02
   2.454034e+04    +8.896245e-03
   2.454140e+04    +1.259260e-02
   2.454242e+04    +1.129371e-02
   2.454333e+04    +1.778594e-02
   2.454430e+04    +5.486550e-03
   2.454528e+04    +1.117047e-02
   2.454624e+04    +1.072179e-02
   2.454723e+04    +1.448824e-02
   2.454823e+04    +1.476215e-02
   2.454921e+04    +1.447348e-02
   2.455018e+04    +1.032123e-02
   2.455112e+04    +1.094790e-02
   2.455216e+04    +1.179207e-02
   2.455311e+04    +1.101056e-02
   2.455405e+04    +9.535625e-03
   2.455503e+04    +1.266466e-02
   2.455604e+04    +1.137303e-02
   2.455708e+04    +1.292852e-02
   2.455804e+04    +1.519176e-02
   2.455902e+04    +6.868337e-03
   2.455998e+04    +1.207285e-02
   2.456099e+04    +1.217668e-02
   2.456196e+04    +8.870469e-03
   2.456295e+04    +9.770108e-03
   2.456392e+04    +8.803245e-03
   2.456494e+04    +4.223408e-03
   2.456582e+04    +1.476199e-03
   2.456682e+04    +5.131151e-03
   2.456784e+04    -3.822224e-03
   2.456884e+04    +1.828582e-03
   2.456976e+04    -5.503240e-03
   2.457079e+04    -1.020529e-02
   2.457178e+04    -1.188484e-02
   2.457269e+04    -9.087017e-03
   2.457368e+04    -1.229185e-02
   2.457467e+04    -1.131174e-02
   2.457563e+04    -1.781413e-02
   2.457659e+04    -2.176970e-02
   2.457760e+04    -1.874068e-02
   2.457856e+04    -2.140973e-02
   2.457949e+04    -1.718884e-02
   2.458046e+04    -2.308067e-02
   2.458149e+04    -1.556137e-02
   2.458244e+04    -2.209993e-02
   2.458334e+04    -2.072854e-02
   2.458437e+04    -1.659700e-02
   2.458539e+04    -2.022465e-02
   2.458638e+04    -2.048727e-02
   2.458736e+04    -1.233076e-02
   2.458828e+04    -1.993293e-02
   2.458924e+04    -9.389401e-03
   2.459021e+04    -1.333237e-02
   2.459126e+04    -1.049652e-02
   2.459223e+04    -1.498109e-02
   2.459329e+04    -9.307827e-03
   2.459421e+04    -7.363546e-03
   2.459518e+04    -7.495580e-03
   2.459623e+04    -7.177283e-03
   2.459715e+04    -2.325294e-03
   2.459816e+04    -4.868267e-03
   2.459907e+04    +1.677724e-03
   2.460002e+04    +4.229825e-03
   2.460108e+04    +9.064571e-04
   2.460207e+04    +4.210662e-03
   2.460301e+04    +7.780501e-03
   2.460395e+04    +1.894690e-03
   2.460497e+04    +6.343628e-03
   2.460592e+04    +1.125222e-02
   2.460691e+04    +5.596131e-03
   2.460786e+04    +1.440187e-02
   2.460880e+04    +1.312960e-02
   2.460984e+04    +8.929877e-03
   2.461080e+04    +1.090491e-02
   2.461178e+04    +1.496215e-02
   2.461272e+04    +9.606388e-03
   2.461371e+04    +1.172698e-02
   2.461469e+04    +1.209357e-02
   2.461565e+04    +8.001849e-03
   2.461663e+04    +1.580442e-02
   2.461761e+04    +9.458066e-03
   2.461859e+04    +1.441452e-02
   2.461958e+04    +7.090880e-03
   2.462054e+04    +1.672956e-02
   2.462154e+04    +1.587784e-02
   2.462248e+04    +1.196787e-02
   2.462353e+04    +1.044172e-02
   2.462444e+04    +9.353320e-03
   2.462545e+04    +9.422229e-03
   2.462643e+04    +7.483559e-03
   2.462744e+04    +2.487912e-03
   2.462837e+04    +8.675499e-03
   2.462941e+04    +9.684095e-03
   2.463036e+04    +2.174846e-03
   2.463127e+04    +4.698165e-03
   2.463223e+04    -6.607389e-04
   2.463321e+04    +1.016875e-03
   2.463423e+04    +7.573911e-04
   2.463519e+04    -2.039008e-03
   2.463623e+04    +5.559644e-04
   2.463716e+04    -6.320539e-04
   2.463815e+04    -3.928476e-04
   2.463911e+04    -2.702138e-03
   2.464009e+04    -2.196878e-03
   2.464107e+04    -1.642220e-03
   2.464201e+04    -4.399226e-03
   2.464298e+04    -1.226752e-03
   2.464393e+04    -4.526023e-03
   2.464489e+04    -4.838032e-03
   2.464591e+04    -3.606262e-03
   2.464686e+04    -1.096450e-02
   2.464784e+04    -4.535413e-03
   2.464880e+04    -4.999714e-03
   2.464975e+04    -1.370101e-02
   2.465076e+04    -4.860847e-03
   2.465171e+04    -1.186615e-02
   2.465264e+04    -1.144295e-02
   2.465366e+04    -1.157719e-02
   2.465464e+04    -3.191162e-03
   2.465559e+04    -4.780472e-03
   2.465658e+04    -9.164452e-03
   2.465756e+04    -7.662519e-03
   2.465859e+04    -5.003606e-03
   2.465957e+04    -6.698061e-03
   2.466058e+04    -9.306447e-03
   2.466165e+04    -8.983032e-03
   2.466257e+04    -5.999370e-03
   2.466357e+04    -4.393626e-03
   2.466462e+04    +1.661706e-04
   2.466551e+04    -4.164602e-03
   2.466641e+04    -5.032595e-03
   2.466744e+04    -2.706827e-03
   2.466844e+04    +3.368107e-03
   2.466944e+04    -1.686818e-03
   2.467034e+04    -4.040402e-03
   2.467128e+04    -6.975015e-03
   2.467225e+04    -5.440128e-03
   2.467327e+04    -3.185564e-03
   2.467419e+04    +1.261967e-03
   2.467514e+04    -6.150170e-03
   2.467615e+04    -1.690156e-03
   2.467708e+04    +3.193646e-03
   2.467802e+04    +8.063597e-04
   2.467901e+04    -4.738330e-03
   2.467995e+04    -1.251414e-03
   2.468090e+04    -4.582479e-03
   2.468192e+04    +1.981227e-03
   2.468291e+04    +3.346413e-03
   2.468383e+04    +1.610778e-03
   2.468478e+04    +4.583414e-03
   2.468573e+04    +3.117835e-03
   2.468672e+04    -9.708539e-04
   2.468773e+04    -5.638895e-03
   2.468871e+04    +1.272320e-03
   2.468975e+04    -6.056128e-03
   2.469071e+04    -5.967165e-03
   2.469163e+04    -5.399735e-04
   2.469273e+04    -6.163058e-04
   2.469361e+04    +4.545081e-03
   2.469459e+04    +7.404188e-04
   2.469551e+04    +4.950553e-04
   2.469654e+04    -6.109716e-03
   2.469746e+04    -2.555152e-03
   2.469848e+04    +3.374521e-04
   2.469944e+04    -1.110432e-03
   2.470041e+04    -1.355993e-03
   2.470133e+04    -3.314385e-03
   2.470238e+04    -6.051686e-03
   2.470332e+04    -3.571205e-03
   2.470424e+04    -9.855174e-03
   2.470525e+04    -8.008298e-03
   2.470619e+04    -6.633765e-03
   2.470709e+04    -9.665983e-03
   2.470810e+04    -9.508382e-03
   2.470903e+04    -9.908862e-03
   2.471004e+04    -7.746898e-03
   2.471102e+04    -1.023113e-02
   2.471197e+04    -7.455940e-03
   2.471297e+04    -1.375006e-02
   2.471394e+04    -8.157999e-03
   2.471487e+04    -8.344614e-03
   2.471590e+04    -1.485110e-02
   2.471688e+04    -1.745833e-02
   2.471779e+04    -1.812159e-02
   2.471875e+04    -1.463805e-02
   2.471973e+04    -1.298161e-02
   2.472072e+04    -1.378509e-02
   2.472172e+04    -1.202814e-02
   2.472264e+04    -1.355692e-02
   2.472373e+04    -8.310491e-03
   2.472462e+04    -1.079327e-02
   2.472560e+04    -1.136277e-02
   2.472654e+04    -1.743915e-02
   2.472757e+04    -1.184726e-02
   2.472848e+04    -6.600264e-03
   2.472952e+04    -1.568215e-02
   2.473048e+04    -1.054903e-02
   2.473145e+04    -2.057415e-02
   2.473237e+04    -1.218215e-02
   2.473336e+04    -8.290145e-03
   2.473431e+04    -5.316980e-03
   2.473527e+04    -1.437086e-02
   2.473630e+04    -5.553114e-03
   2.473724e+04    -6.797463e-03
   2.473822e+04    -5.925204e-03
   2.473923e+04    -1.072801e-02
   2.474016e+04    -1.183790e-02
   2.474115e+04    -1.316429e-02
   2.474215e+04    -4.589650e-03
   2.474314e+04    -9.371880e-03
   2.474411e+04    -9.016866e-03
   2.474506e+04    -4.558495e-03
   2.474605e+04    -3.623162e-03
   2.474702e+04    -4.449948e-03
   2.474799e+04    -5.085752e-03
   2.474897e+04    -4.714729e-03
   2.474996e+04    -1.952558e-03
   2.475099e+04    +3.591079e-03
   2.475196e+04    -2.692947e-03
   2.475294e+04    -3.288226e-03
   2.475391e+04    -4.410346e-03
   2.475489e+04    +6.436617e-04
   2.475589e+04    +2.254402e-04
   2.475687e+04    -2.182091e-03
   2.475784e+04    -2.499280e-03
   2.475883e+04    +4.358693e-03
   2.475985e+04    +1.495159e-03
   2.476082e+04    -4.425092e-04
   2.476183e+04    +2.577204e-03
   2.476279e+04    +5.945516e-03
   2.476378e+04    +1.068981e-02
   2.476479e+04    -3.202140e-04
   2.476576e+04    -2.089218e-03
   2.476669e+04    +2.015408e-03
   2.476768e+04    +3.675476e-03
   2.476874e+04    -3.805282e-04
   2.476970e+04    +7.528774e-03
   2.477077e+04    +2.119431e-03
   2.477165e+04    +1.150045e-03
   2.477267e+04    +6.249296e-04
   2.477361e+04    -2.026236e-03
   2.477459e+04    -6.181630e-04
   2.477567e+04    -1.623255e-03
   2.477661e+04    +2.098493e-03
   2.477762e+04    +5.947562e-03
   2.477858e+04    +3.127583e-03
   2.477949e+04    +2.566967e-03
   2.478057e+04    +2.091385e-03
   2.478156e+04    -1.858137e-03
   2.478251e+04    -4.442597e-03
   2.478354e+04    -4.616643e-03
   2.478444e+04    -4.892103e-03
   2.478544e+04    +8.816262e-04
   2.478647e+04    -4.434026e-03
   2.478747e+04    +5.752637e-04
   2.478837e+04    -5.303166e-03
   2.478940e+04    -1.031394e-03
   2.479037e+04    -3.426145e-03
   2.479137e+04    -4.100719e-03
   2.479239e+04    -3.186658e-03
   2.479332e+04    -4.123224e-03
   2.479431e+04    +1.069705e-03
   2.479533e+04    +3.353661e-04
   2.479636e+04    -5.940355e-03
   2.479731e+04    -1.540066e-03
   2.479835e+04    -4.070650e-03
   2.479937e+04    -6.160508e-03
   2.480032e+04    -1.804602e-03
   2.480134e+04    -1.131419e-02
   2.480235e+04    -6.934334e-03
   2.480331e+04    -5.878956e-03
   2.480435e+04    -9.658213e-03
   2.480536e+04    -1.401027e-03
   2.480637e+04    -5.861141e-03
   2.480739e+04    -8.543666e-03
   2.480829e+04    -9.704110e-03
   2.480926e+04    -5.523306e-03
   2.481033e+04    -6.878651e-03
   2.481131e+04    -1.088474e-02
   2.481234e+04    -4.976466e-03
   2.481329e+04    -2.747302e-03
   2.481425e+04    -6.631264e-03
   2.481530e+04    -6.986483e-03
   2.481623e+04    -5.458260e-03
   2.481730e+04    -5.031990e-03
   2.481828e+04    -7.795996e-03
   2.481922e+04    -7.740905e-03
   2.482027e+04    -9.130436e-03
   2.482128e+04    -8.250361e-03
   2.482222e+04    -3.816683e-03
   2.482326e+04    -8.997398e-03
   2.482431e+04    -5.003721e-03
   2.482535e+04    -4.700214e-03
   2.482628e+04    -4.135868e-03
   2.482729e+04    -2.453082e-03
   2.482836e+04    -2.315872e-04
   2.482933e+04    -8.470204e-03
   2.483039e+04    -4.285808e-03
   2.483142e+04    -5.479058e-03
   2.483239e+04    -4.218106e-03
   2.483335e+04    +1.914276e-04
   2.483442e+04    -9.418879e-03
   2.483541e+04    -4.187089e-03
   2.483637e+04    -4.616393e-03
   2.483740e+04    -7.197307e-03
   2.483842e+04    -2.112293e-03
   2.483944e+04    +2.105589e-03
   2.484045e+04    +3.684065e-05
   2.484144e+04    -8.557441e-03
   2.484250e+04    -4.803043e-03
   2.484344e+04    -7.557938e-03
   2.484447e+04    -9.393599e-04
   2.484553e+04    -5.671849e-03
   2.484652e+04    -4.924354e-03
   2.484751e+04    -3.900545e-03
   2.484850e+04    -6.706618e-03
   2.484955e+04    -4.162619e-03
   2.485047e+04    -3.724615e-03
   2.485155e+04    -4.336047e-03
   2.485258e+04    -2.344169e-03
   2.485353e+04    -4.721546e-03
   2.485450e+04    -3.809194e-03
   2.485555e+04    -7.150097e-03
   2.485654e+04    +9.321156e-04
   2.485754e+04    -2.731103e-03
   2.485852e+04    -1.023020e-02
   2.485954e+04    -3.688077e-03
   2.486061e+04    -7.445575e-03
   2.486155e+04    -1.066641e-03
   2.486260e+04    -2.200772e-03
   2.486360e+04    -3.739690e-03
   2.486461e+04    -2.141144e-03
   2.486568e+04    +3.237957e-03
   2.486668e+04    -5.174267e-03
   2.486771e+04    +2.359072e-04
   2.486870e+04    -3.009429e-03
   2.486972e+04    -4.807432e-03
   2.487076e+04    -5.894159e-03
   2.487173e+04    -4.720863e-03
   2.487281e+04    -5.207194e-03
   2.487382e+04    -2.098193e-03
   2.487480e+04    +1.137622e-03
   2.487581e+04    -3.181895e-03
   2.487685e+04    +9.424537e-04
   2.487781e+04    -6.232046e-04
   2.487885e+04    +3.066316e-03
   2.487984e+04    +1.945335e-03
   2.488087e+04    -3.173985e-03
   2.488188e+04    +3.476569e-03
   2.488284e+04    -8.803877e-04
   2.488380e+04    -2.917511e-03
   2.488484e+04    -4.348083e-03
   2.488580e+04    -3.569514e-03
   2.488690e+04    -7.138929e-03
   2.488791e+04    -2.459255e-03
   2.488889e+04    -1.793166e-03
   2.488992e+04    -2.741628e-03
   2.489091e+04    -4.498381e-03
   2.489196e+04    -2.637900e-03
   2.489291e+04    -1.218543e-04
   2.489394e+04    -8.604089e-03
   2.489505e+04    +2.757761e-03
   2.489599e+04    +2.088361e-03
   2.489706e+04    -1.961492e-06
   2.489809e+04    +1.857810e-03
   2.489911e+04    -1.677646e-03
   2.490016e+04    -4.447696e-03
   2.490123e+04    +4.000345e-04
   2.490218e+04    -8.201976e-03
   2.490317e+04    -1.265400e-03
   2.490422e+04    -2.253995e-03
   2.490516e+04    -9.790210e-04
   2.490624e+04    -9.701034e-04
   2.490726e+04    -4.097000e-03
   2.490835e+04    -3.240808e-03
   2.490934e+04    -4.013757e-03
   2.491036e+04    -3.962813e-03
   2.491135e+04    -4.412295e-03
   2.491241e+04    -1.458663e-03
   2.491338e+04    +6.272348e-04
   2.491442e+04    -3.002726e-04
   2.491546e+04    +1.609700e-03
   2.491644e+04    -5.329777e-03
   2.491747e+04    -4.970416e-03
   2.491845e+04    -4.844662e-03
   2.491950e+04    +1.813135e-03
   2.492053e+04    +1.979400e-03
   2.492152e+04    -1.507449e-03
   2.492254e+04    +3.988799e-04
   2.492356e+04    -1.613108e-03
   2.492460e+04    +2.484789e-03
   2.492562e+04    -2.989279e-03
   2.492666e+04    +1.577446e-03
   2.492770e+04    -3.386769e-03
   2.492870e+04    -1.616955e-03
   2.492975e+04    +3.962036e-03
   2.493075e+04    +3.059356e-03
   2.493177e+04    -2.993876e-03
   2.493283e+04    -3.083314e-03
   2.493385e+04    -5.707462e-03
   2.493488e+04    -2.296757e-03
   2.493598e+04    +1.238849e-04
   2.493692e+04    -3.425755e-03
   2.493798e+04    +9.354977e-04
   2.493901e+04    -2.942910e-03
   2.494001e+04    -2.405872e-03
   2.494104e+04    +7.982957e-04
   2.494208e+04    -8.251139e-04
   2.494305e+04    +3.328242e-03
   2.494407e+04    +8.563024e-04
